c5	remark
19870527047709A	THE ENGINE FAILED AND THE HELICOPTER LANDED HARD. LOOSE B NUT ON FUEL PUMP WAS CAUSE OF POWER LOSS.
19870527053919I	RIGHT ENGINE FUEL SUPPLY EXHAUSTED ON DOWNWIND. PRIORITY LANDING MADE.
19870527055399I	THE TAILCONE SEPARATED ON LANDING. SAFETY WIRE BROKEN ON RELEASE HANDLE. UNKNOWN PERSON PULLED HANDLE.
19870527065049A	THE AIRCRAFT FAILED TO ARRIVE AT THE PLANNED DESTINATION. SUSPECT PILOT ENGAGED AUTOPILOT AND FLEW OUT TO SEA.
19870528021659A	THE ENGINE FAILED FROM FUEL STARVATION.  THE AIRCRAFT LANDED IN AN OPEN FIELD.  FUEL SELECTOR WAS ON AN EMPTY TANK.
19870528022969I	THE ENGINE WAS SECURED AND A SAFE LANDING WAS MADE.  FAULTY OIL PRESSURE TRANSDUCER WAS REPLACED.
19870528023319I	CONTROLS FELT STIFF DURING CLIMB.  RETURNED TO AIRPORT.  ELEVATOR FEEL COMPUTER, POWER ASSIST UNIT REPLACED.
19870528024059I	PILOT HEARD A DULL THUD WITH LOSS OF ENGINE POWER AND EXCESSIVE VIBRATION. EXACT MALFUNCTION NOT REPORTED.
19870528025969I	NOSE GEAR FAILED TO EXTEND FOR LANDING. FOUND GEAR RETRACT ROD END HAD FAILED.
19870528029369I	HYDRAULIC QUANTITY LOSS, NOSE GEAR UNSAFE LIGHT ON DESCENT.  REPLACED RUDDER SHUTOFF VALVE, GEAR SELECTOR VALVE.
19870528029459I	LANDED IN A FIELD AND STOPPED THE ROLLOUT IN A GULLY.  PILOT HAD MADE AN ATTEMPT TO LAND ON RUNWAY.  GUSTY WINDS.
19870528033389I	THE NOSE WHEEL FAILED TO CENTER DURING RETRACTION AND JAMMED. PILOT WAS UNABLE TO EXTEND NOSE GEAR BEFORE LANDING.
19870528035819I	HYDRAULIC FAILURE ON BOTH PUMPS AT CRUISE.  SAFE LANDING.  TOWED TO MAINTENANCE DUE TO A LACK OF STEERING.
19870528045439I	PILOT INADVERTENTLY RAISED GEAR INSTEAD OF FLAPS ON LANDING ROLLOUT.
19870528067689I	AIRCRAFT PORPOISED ON LANDING. DAMAGE TO NOSE GEAR, ENGINE MOUNT, COWLING AND PROPELLER.
19870528070579I	THE PILOT FORGOT TO LOWER THE WHEELS AND THE AIRCRAFT LANDED GEAR UP.
19870528071289I	NOSE GEAR COULD NOT BE EXTENDED FOR LANDING. FOUND UPLOCK LINKS TO BE WORN.
19870528079719A	LOST CONTROL OF AIRCRAFT. IMPACTED GROUND IN VERTICAL POSITION. MAIN ROTOR SHOWS OVERLOAD FAILURE.SEVERE TURBULENCE
19870528081309A	RIGHT MAIN GEAR COLLAPSED ON THE TAKEOFF ROLL. WING HIT GROUND CAUSING GROUND LOOP.MANUFACTURERS GEAR WELD FAILED.
19870528081419A	CRASHED ON A MOUNTAIN. STRUCK A TREE PRIOR TO GROUND IMPACT. AIRCRAFT DESTROYED. DOWNDRAFT A POSSIBLE FACTOR.
19870529017169A	THE AIRCRAFT VEERED OFF THE LANDING AREA.  ELECTED TO LAND ON DIRT ROAD DUE TO CROSSWIND ON RUNWAY.
19870529017189A	PARTIAL POWER LOSS. FORCED LANDING ON DIRT ROAD. TRIED TO GO AROUND BUT HIT TREES AND CRASHED.POSSIBLE CARB ICING.
19870529017229A	THE ENGINE FAILED FROM A LACK OF OIL. AIRCRAFT HIT TREES ON LANDING. INADEQUATE MAINTENANCE LED TO MANY OIL LEAKS.
19870529017289A	THE ENGINE FAILED. THE AGRICULTURAL SPRAY AIRCRAFT FORCE LANDED IN A FIELD.  PROPELLER OR ENGINE BLOWER FAILURE.
19870529017359A	AFTER HITTING EXTREME TURBULENCE THE ELEVATOR TRIM TAB HORN BROKE.TRIED TO LAND ON CLOSED RUNWAY AND HIT DIRT MOUND
19870529017459A	THE AIRCRAFT STALLED DURING GO AROUND. THE INSTRUCTOR FAILED TO MONITOR THE STUDENTS ACTIONS.
19870529021899I	DURING TAXI FOR TAKEOFF THE LEFT MAIN GEAR COLLAPSED.  LANDING GEAR DOWN LOCK MECHANISM FAILED TO POSITIVELY ENGAGE
19870529021979A	LANDING AT SEAPLANE BASE NOSE OF LEFT FLOAT DUG INTO WATER. LEFT WING STRUCK WATER. AIRCRAFT TIPPED OVER.
19870529023639I	LEFT WING STRUCK A PICKUP TRUCK DURING TAXI.  PILOT THOUGHT HIS WING WOULD CLEAR THE TRUCK.
19870529032819I	THE ENGINE FAILED FROM FUEL EXHAUSTION.  THE AIRCRAFT WAS LANDED OFF AIRPORT.
19870529033539I	FUEL WAS EXHAUSTED NEAR AIRPORT.  SAFE LANDING MADE ON RUNWAY.
19870529034529I	DURING TURN FOR SPACING IN THE TRAFFIC PATTERN THE BANNER BROKE.
19870529035029I	AIRCRAFT WAS REPORTED TO HAVE MADE SEVERAL LOW PASSES OVER A CONGESTED ROAD.
19870529041129I	ON TAKEOFF THE AIRCRAFT LOST A MAIN LANDING GEAR WHEEL.  SAFE LANDING AT DESTINATION.  OUTER WHEEL BEARING FAILED.
19870529062749I	THE HELICOPTER TOUCHDOWN WHILE MOVING BACKWARDS, DAMAGING  SKID AND ROTOR GUARD. SECOND PILOT WAS FLYING APPROACH.
19870529066269I	AIRCRAFT ENCOUNTED HAIL WHILE IN TURBULENCE EN ROUTE. UNFORECAST CONDITIONS.
19870529068879I	CLOUD TO CLOUD LIGHTING STRIKE WHILE EN ROUTE. PROPELLER TIPS NICKED, LEFT ENGINE MAGNITIZED.
19870529072389I	THE WHEELS RETRACTED DURING LANDING ROLL. SUSPECT THE PILOT INADVERTENTLY RAISED THE GEAR HANDLE.
19870529077989I	ELECTRIC SYSTEM FAILED DUE TO ESSENTIAL BUSS OVERLOAD. STC SA4991SW AIR CONDITIONER POWER FROM IMPROPER BUSS.
19870529078459I	AIRCRAFT LANDED WITH GEAR UP. SYSTEM WAS CHECKED AND GEAR POSITION INDICATIONS WERE ALL NORMAL.
19870530017099A	VEERED LEFT AS FLAPS WERE SET ON FINAL. UNABLE TO CORRECT. STRUCK TREES SHORT OF RUNWAY. NO MECHANICAL FAILURE.
19870530017109A	AIRCRAFT NOSED OVER ON LANDING.  SUSPECT POOR PILOT TECHNIQUE ON STC AIRCRAFT EQUIPPED WITH OVERSIZED TUNDRA TIRES.
19870530017699A	THE AIRCRAFT WAS DAMAGED ON A PORPOISED LANDING. PILOT WAS DISTRACTED BY A REPORT OF A DEER ON THE RUNWAY.
19870530021209A	LEAKY DETERIORATED FUEL LINE CAUSED SMOKE IN CABIN. CRASHED ON EMERGENCY LANDING IN A ROUGH FIELD.
19870530021629A	EXPERIENCED FUEL EXHAUSTION. MADE AN INTENTIONAL WHEELS UP LANDING IN A ROUGH FIELD.
19870530021929I	RAPID LOSS OF FUEL NOTED FROM LEFT WING FUEL CAP EN ROUTE.  EMERGENCY LANDING MADE WITHOUT EXTENDING GEAR.
19870530023959I	STALL INDICATOR FAILURE LIGHT CAME ON DURING CLIMB OUT. RETURNED. FOUND BROKEN WIRE AT THE VANE OF THE TRANSMITTER.
19870530024109I	PILOT WAS UNABLE TO OUTCLIMB RISING TERRAIN.  LANDED ON A GLACIER.
19870530025309A	STALLED OVER TREES WHILE LANDING. DROPPED INTO RUNWAY. BOUNCED. LEFT WING DIPPED AND STRUCK THE GROUND.
19870530025321A	GLIDER STRUCK STABILIZER OF 88314 ON FINAL. THE PILOT FAILED TO SEE AND AVOID THE OTHER AIRCRAFT.
19870530025322A	THE AIRCRAFT WAS HIT FROM BEHIND BY A GLIDER, N242DB, ON FINAL. THE PILOT FAILED TO KEEP THE GLIDER IN SIGHT.
19870530029409I	DURING BACK TAXI SMOKE WAS SEEN FROM THE LEFT SIDE OF PLANE. EVACUATION. OIL MIST VENTING THROUGH ENGINE BREATHER.
19870530031889A	ENGINE FAILURE ON CLIMBOUT. FORCED LANDING IN A MUDDY FIELD. NOSED OVER ON ROLLOUT. FOUND A FRACTURED CRANKSHAFT.
19870530032849I	ON ROLLOUT THE AIRCRAFT VEERED OFF THE RUNWAY SIDE AND STRUCK A VASI BOX.
19870530033019I	GEAR COLLAPSED ON ROLLOUT.  SUSPECT OPERATOR FAILED TO OPERATE ALTERNATOR SWITCH PROPERLY, BATTERY WAS DRAINED.
19870530034539I	DIRECTIONAL CONTROL WAS LOST DURING ROLLOUT.  A WIND SHIFT WITH ACCOMPANYING GUST WAS A FACTOR.
19870530036489I	THE PILOT MADE A SUCCESSFUL AUTOROTATION WHEN THE ENGINE TEMPERATURE EXCEEDED LIMITS.  FUEL CONTROL MALFUNCTION.
19870530036579I	THE AIRCRAFT STRUCK A VASI BOX DURING LANDING PRACTICE.  THE STUDENT PILOT REPORTED WIND GUSTS AFFECTED APPROACH.
19870530038389I	FUEL WAS EXHAUSTED ON FINAL APPROACH.  LANDED SHORT OF THE RUNWAY.
19870530038489I	PILOT WAS ABLE TO RESTART ENGINE 3 TIMES WHILE BEING VECTORED TO AN AIRPORT FOR A SAFE LANDING.
19870530039959I	ENGINE SEIZED EN ROUTE.  LANDED IN A FIELD.  CONNECTING ROD HAD BROKEN.
19870530041369I	SOLO STUDENT LANDED ON A CLOSED RUNWAY.  DAMAGE TO THE NOSE GEAR.
19870530046369I	THE GLIDER LANDED SHORT OF THE RUNWAY. THE PILOT REPORTED A SEVERE DOWNDRAFT FROM AN APPROACHING THUNDERSTORM.
19870530059009A	LOST DIRECTIONAL CONTROL AFTER RAISING TAIL ON TAKEOFF ROLL. DEPARTED RUNWAY, STRUCK A BERM, FLIPPED OVER.
19870531017209A	ENGINE QUIT ON TAKEOFF. STRUCK TREES ON FORCED LANDING. WAS USING AUTO FUEL WITHOUT STC. POSSIBLE VAPOR LOCK.
19870531017219A	STRUCK A CABLE WHILE SPRAYING A FOREST. CRASH LANDED IN A SMALL CLEARING. FAILED TO NOTE CABLE BETWEEN 2 HILLS.
19870531017429A	BECAME LOST.UNABLE TO LOCATE AIRPORT,VECTORED BY ATC. RAN OUT OF FUEL. CRASHED IN TREES. RADIOS WERE INTERMITTENT.
19870531017439A	THE AIRCRAFT STALLED ON CLIMBOUT WHEN FLAPS WERE RETRACTED. THE PILOT USED A HIGHER THAN RECOMMENDED FLAP SETTING.
19870531017449A	ENGINE QUIT AT 30 TO 40 FEET ON TAKEOFF. AIRCRAFT STALLED . HIT RUNWAY. STOPPED INVERTED. PRIOR ENGINE PROBLEMS.
19870531022219I	PASSENGERS PANICKED AND EVACUATED THE AIRCRAFT AFTER LANDING. APU IGNITION WAS MISTAKEN FOR A FIRE.
19870531023049I	NOSE BAGGAGE DOOR POPPED OPEN AT LIFTOFF.  ABORTED ON REMAINING RUNWAY.  SECURED DOOR AND DEPARTED.
19870531023159I	THE STUDENT PORPOISED THE AIRPLANE ON LANDING AND DAMAGED THE NOSE GEAR AND PROPELLER.
19870531023809I	THE RIGHT GEAR COLLAPSED DURING A PRECAUTIONARY LANDING. GEAR LATCH LEVER BROKEN. LANDING DUE TO ROUGH ENGINE.
19870531025879I	ENGINE SHUT DOWN EN ROUTE AFTER LOSS OF OIL AND PRESSURE. DIVERTED. ENGINE TO BE CHANGED.
19870531028399I	AIRCRAFT SETTLED BACK TO RUNWAY AFTER LIFTOFF.  VEERED OFF THE RUNWAY INTO THE DIRT.  SUSPECT WAKE TURBULENCE.
19870531029429I	ON LANDING A SHARP ROCK PUNCTURED A TIRE, SMALL ROCK LODGED IN A BRAKE. AIRCRAFT PITCHED FORWARD ONTO PROPELLER.
19870531034979A	MISJUDGED ALTITUDE ON FINAL STRETCHED GLIDE AND LANDED HARD ON THE RUNWAY.
19870531035139A	SETTLED INTO TREES AT END OF RUNWAY AFTER LIFTOFF. PILOT BLAMED A DOWNDRAFT FOR THE INABILITY TO REMAIN AIRBORNE.
19870531035959I	DIRECTIONAL CONTROL LOST AFTER TAIL WHEEL SPRING BROKE DURING THE TAKEOFF ROLL.
19870531039279I	SIGHTSEEING HELICOPTER CAME TOO CLOSE TO COMPETITOR ON TAKEOFF AND LANDINGS.
19870531040919I	AIRCRAFT FELL ONTO TIEDOWN BRACKET DURING IMPROPER LOADING. DIVERTED WITH FLIGHT CONTROL PROBLEMS. BULKHEAD DAMAGED
19870531041609I	THE LEFT MAIN GEAR STARTED TO COLLAPSE ON LANDING. PILOT EXECUTED A GO AROUND AND LANDED SAFELY. CAUSE UNDETERMINED
19870531052009I	PILOT RAISED THE GEAR ON ROLLOUT INSTEAD OF THE FLAPS. NOSE GEAR STARTED TO RETRACT, PILOT LOWERED HANDLE AGAIN.
19870531080669A	ENCOUNTERED SEVERE TURBULENCE ENROUTE THAT CAUSED STRUCTUAL AND OTHER DAMAGE. PILOT WAS ADVISED VFR NOT RECOMMENDED
19870601018659A	MUSHED INTO THE GROUND DURING AERIAL APPLICATION. THE PRIVATE PILOT REPORTED A DOWNDRAFT. NO 137 CERTIFICATION.
19870601020889A	THE ENGINE FAILED FROM FUEL EXHAUSTION AFTER TAKEOFF. INSTRUCTOR VISUALLY CHECKED TANKS BEFORE THE LAST TAKEOFF.
19870601021559A	LOST POWER AT CRUISE. FORCED LANDING. SHORT OF INTENDED LANDING. LANDED IN A PLOWED FIELD. AIRCRAFT NOSED OVER.
19870601024179I	AIRCRAFT WAS STRUCK BY LIGHTNING EN ROUTE IFR.  NO GYRO APPROACH MADE.  SEVERAL INSTRUMENTS AND RADAR FAILED.
19870601033699I	AIRCRAFT HYDROPLANED ON TOUCHDOWN. THE RIGHT PROPELLER STRUCK A RUNWAY LIGHT.
19870601035769I	FUEL WAS EXHAUSTED DURING A LOCAL FLIGHT.  LANDED IN A FIELD.  FUEL PETCOCK DRAIN HAD BEEN OPENED INADVERTENTLY.
19870601035919I	PILOT FELT A BINDING IN CYCLIC AFTER TAKEOFF.  AUTOROTATED TO WATER.  CAUSE OF BIND UNDETERMINED.
19870601044429I	PILOT APPLIED EXCESSIVE BRAKING DURING CROSSWIND LANDING.  LEFT MAIN COLLAPSED.
19870601052489I	FORCED LANDING AFTER TAKEOFF DUE TO ROUGH ENGINE. FOUND CRACKED MAGNETO DISTRIBUTOR BLOCK.
19870601056029I	THE NOSE GEAR COLLAPSED ON LANDING. THE PILOT FAILED TO CONFIRM GEAR DOWN AND LOCKED. OVERDUE ANNUAL AND MEDICAL.
19870601070769A	THE AIRCRAFT NOSED OVER DURING A NIGHT PRECAUTIONARY LANDING. THE PILOT ELECTED TO FLY AFTER ALTERNATOR FAILURE.
19870602017689A	VFR PILOT TOOK OFF INTO NEAR ZERO IMC AND CRASHED INTO VEHICLES IN A PARKING LOT.
19870602021119A	LOST ENGINE POWER. AUTOROTATED TO CANYON FLOOR. STRUCK TREES AND IMPACTED UPSIDE DOWN. AIRCRAFT DESTROYED BY FIRE.
19870602021229A	THE ENGINE FAILED FROM A CRACKED ROCKER BOX WHICH HELD THE EXHAST VALVE CLOSED. LANDING USED BRAKES AND NOSED OVER.
19870602021549A	THE AIRCRAFT STALLED DURING TAKEOFF AND IMPACTED THE RUNWAY. THUNDERSTORMS CAUSED SUDDEN SHIFT TO A TAILWIND.
19870602023859A	COLLIDED WITH RUNWAY LIGHTS. ABORTED TAKEOFF. INSTRUCTOR REDUCED POWER. LANDED ON NOSEWHEEL. BOUNCED LEFT RUNWAY.
19870602029419I	LANDED IN A FIELD SHORT OF DESTINATION AFTER A POWER LOSS DUE TO FUEL EXHAUSTION.
19870602039929I	BOUNCED ON CROSSWIND LANDING.  RIGHT MAIN GEAR COLLAPSED AS AIRCRAFT SETTLED TO RUNWAY.  SUSPECT GEAR SIDELOAD.
19870602046659I	RETURNED WITH OVERHEAT LIGHT IN AFT COMPARTMENT. REPLACED MOISTURE SEPARATOR SOCKS.
19870602050589I	LIFTED OFF WATER WHEN A POWER BOAT MADE A SHARP TURN IN FRONT OF SEAPLANE. FLOAT PUNCTURED BY BOAT, AIRCRAFT SANK.
19870602067929I	THE AIRCRAFT BECAME UNCONTROLLABLE ON TAKEOFF. THE EXPERIMENTAL PLANE LANDED IN A PLOWED FIELD. CAUSE UNKNOWN.
19870602069419I	LEFT WINGTIP STRUCK A CAR AS AIRCRAFT MANEUVERED TO PARKING.
19870602071069I	ENCOUNTERED A SOFT AREA AFTER LANDING. THE AIRCRAFT PITCHED FORWARD DAMAGING THE PROPELLER.
19870602080319I	TRAINEE RADAR CONTROLLER ALLOWED TWO AIRCRAFT TO HAVE LESS THAN STANDARD SEPARATION. PRIMARY COMPUTER WAS DOWN.
19870603018319A	INFLIGHT SEPARATION OF TAILBOOM FROM FUSELAGE RESULTED IN UNCONTROLLED DESCENT AND IMPACT. CORRODED TUBING FAILED.
19870603018349A	CLIMBED STRAIGHT OUT UNTIL FUEL EXHAUSTION AND CRASH 5O0 MILES BEYOND DESTINATION. CONCLUSION PILOT INCAPACITATION.
19870603018379A	THE AIRCRAFT LANDED IN A CORNFIELD AFTER ENGINE FAILURE AND HIT A DITCH. FUEL CONTROL SCREEN SHOWED CONTAMINATION.
19870603018429I	LOST DIRECTIONAL CONTROL ON TAKEOFF. RIGHT MAIN SEPARATED. RIGHT SEAT UNLICENSED OWNER PILOT TRIED TO GAIN CONTROL.
19870603018439A	VIBRATION AND FIRE OCCURRED AFTER A RUN ON LANDING. TRANSMISSION GUSSETTS AND FLANGE FAILURE SUSPECTED.
19870603018869A	THE GEAR COLLAPSED AFTER LANDING. THE PILOT REPORTED ELECTRICAL PROBLEMS BUT FAILED TO USE EMERGENCY EXTENSION.
19870603021259A	THE LEFT MAIN GEAR COLLAPSED ON LANDING. THE LOWER TORQUE LINK HAD PULLED OVER WASHER. SERVICE LETTER NOT FOLLOWED.
19870603021589A	HARD LANDING 10 FEET SHORT. IMPACT FAILED HYDRAULIC RESERVOIR.WITH NO BRAKES,AIRCRAFT ROLLED OFF RUNWAY INTO TREES.
19870603021869I	ALTERNATOR FAILED SHORT OF DESTINATION. ATC CLEARED AIRCRAFT TO VFR SAFE LANDING. ALTERNATOR BELT HAD FAILED.
19870603022399A	ALLOWED ROTOR RPM TO DECAY SHOWING PASSENGERS AN AUTOROTATION. HARD LANDING CHOPPED TAILBOOM. FLIGHT UNAUTHORIZED.
19870603023119I	VIBRATION FELT IN RUDDER PEDALS ON DESCENT. DIVERTED. RUDDER TRIM TAB ASSEMBLY WAS CRACKED AT TRIM ACTUATOR BRACKET
19870603032949I	PILOT FORGOT TO LOWER THE GEAR UNTIL PROPELLERS STRUCK THE RUNWAY.  THE GEAR WAS THEN EXTENDED BUT TOO LATE TO HOLD
19870603032979I	AIRCRAFT TOUCHED DOWN LONG AND WAS UNABLE TO STOP BEFORE DEPARTING THE RUNWAY END.  NO DAMAGE.
19870603033779I	CABIN PRESSURE UNCONTROLLABLE, HYDRAULIC PUMP LIGHT CAME ON.  RETURNED.  HYDRAULIC PUMP REPLACED.
19870603033939I	DIRECTIONAL CONTROL WAS LOST ON ROLLOUT. PILOT CLAIMED STRONG WIND GUST. DAMAGE TO THE NOSEWHEEL.
19870603035049I	RIGHT SIDE HYDRAULIC SYSTEM QUANTITY AND PRESSURE DROPPED TO ZERO ON DESCENT.  PRESSURE LINE WAS BROKEN.
19870603035089A	THE AIRCRAFT IS MISSING. FLIGHT PLAN WAS FROM FREEPORT TO CROOKED ISLAND. PRESUMED DESTROYED.
19870603035879I	ENGINE LOST POWER EN ROUTE.  LANDED ON A DIRT ROAD.  ENGINE LOST OIL THROUGH FRONT CRANKSHAFT SEAL AREA.
19870603037979I	PILOT WAS UNABLE TO EXTEND THE MAIN GEAR FOR LANDING.  FOUND A LOOSE SET SCREW IN THE WORM DRIVE GEAR.
19870603038419I	A BIRD STRUCK THE WINDSHIELD DURING PATTERN ENTRY.  WINDSHIELD WAS SHATTERED.
19870603042039I	WHILE TRYING TO MAKE THE FIRST TURNOFF AFTER A DOWNWIND LANDING THE AIRCRAFT VEERED OFF THE RUNWAY, FLIPPED OVER.
19870603046539I	SMOKE WARNING INDICATED IN FORWARD CARGO AREA. AIRCRAFT DIVERTED. NO EVIDENCE OF FIRE FOUND.
19870603052279I	NOSE GEAR COLLAPSED ON ROLLOUT. BATTERY IN DISCHARGED CONDITION. ALTERNATOR SWITCH WAS OFF.
19870603052499I	FORCED LANDING AFTER POWER LOSS. FOUND FUEL CAP VENTS PLUGGED WITH PAINT STRIPPER.
19870603080599A	PRACTICING AUTOROTATION. BLADE STRUCK DUE TO LOW ROTOR RPM. AFT END OF TAIL CONE SEPARATED. CRASHED OUT OF CONTROL.
19870603080629A	FLOATED ON APPROACH. ATTEMPTED A GO AROUND. UNABLE TO CLEAR BARLEY FIELD. POWER REDUCED FOR LANDING. NOSED OVER.
19870604018339A	CRASHED DURING FILMING OF COMMERCIAL AFTER LOW LEVEL INVERTED FLIGHT.
19870604018359A	THE ULTRALIGHT AIRCRAFT IMPACTED IN A SWAMP. SUSPECT SEAT FAILURE FROM OVERWEIGHT PILOT, JAMMED CONTROLS.
19870604018409A	LOSS OF POWER FOR A BRIEF PERIOD AFTER TAKEOFF. STALLED, STRUCK GROUND NEXT TO RUNWAY. NO ENGINE PROBLEMS FOUND.
19870604018969I	ENGINE FAILED DURING RETURN TO BASE AFTER SPRAY OPERATION.  FUEL WAS EXHAUSTED.
19870604019209A	GLIDER WING STRUCK GROUND ON TURN TO FINAL. PILOT REPORTED BAD SINK IN PATTERN. LANDED SHORT OF RUNWAY.
19870604021939I	RETURNED TO AIRPORT AFTER ENGINE SURGES NOTED DURING CLIMB.  FOUND A SPARK PLUG WAS FOULED.
19870604028229I	SOLO STUDENT PORPOISED ON LANDING AND THE PROPELLER STRUCK THE GROUND.  STUDENT ENDORSEMENT EXPIRED.
19870604029359I	UNSAFE GEAR INDICATION WITH LOUD NOISE DURING RECYCLE OF GEAR. NOSE GEAR NOT EXTENDED FULLY. ROD END HAD PULLED OUT
19870604032799I	AN ENGINE WAS SHUTDOWN IN DESCENT DUE TO HIGH EGT.  FUEL CONTROL UNIT WAS LATER REPLACED.
19870604033129I	PILOT FAILED TO EXTEND THE GEAR FOR LANDING.  LANDED GEAR UP.
19870604033579I	LEFT MAIN GEAR RETRACTED DURING ROLLOUT.  CAUSE TO BE DETERMINED.
19870604033719I	SOLO STUDENT ENCOUNTERED A WIND GUST THAT LIFTED AIRCRAFT OFF RUNWAY. DROPPED TO RUNWAY DAMAGING PROP AND NOSE GEAR
19870604035659I	TAIL WHEEL BRACKET FAILED AFTER TOUCHDOWN.  AIRCRAFT REMAINED ON THE RUNWAY.
19870604035809I	AIRCRAFT SETTLED BACK ONTO THE RUNWAY AFTER LIFTOFF.  ONE MAIN GEAR BROKE ON RUNWAY CONTACT.
19870604036429I	BURNING SMELL NOTED EN ROUTE.  AFTER LANDING FOUND THE LOW PRESSURE SWITCH FAILED CAUSING ROTOR BRAKE TO ACTUATE.
19870604036949I	THE NOSE GEAR COLLAPSED DURING LANDING ROLL.  NO MECHANICAL MALFUNCTIONS FOUND.
19870604041829I	AIRCRAFT VEERED OFF THE RUNWAY DURING A CROSSWIND LANDING.
19870604042869I	EMERGENCY FLOATS INFLATED EN ROUTE. LANDED ON A RIG. WIRE BUNDLE BEHIND INSTRUMENT PANEL SHORTED.
19870604048299I	AIRCRAFT WAS LANDED ON AN AIRPORT WHICH WAS NOTAMED CLOSED AND STRUCK METAL STAKES USED FOR RESURFACING RUNWAY.
19870604051819A	THE ENGINE LOST POWER ON TAKEOFF. THE AIRCRAFT NOSED OVER ON A FORCED LANDING ATTEMPTING TO RETURN TO THE AIRPORT.
19870604052539A	THE ENGINE FAILED AFTER TAKEOFF AND THE AGRICULTURAL SPRAY AIRCRAFT IMPACTED TERRAIN. CAUSE OF FAILURE IS UNKNOWN.
19870604081519A	LANDED LONG ON A WET RUNWAY. HYDROPLANED OFF END OF RUNWAY. CARSHED INTO A ROCK PILE.
19870604082479I	ABORTED TAKEOFF DUE AIRSTAIR AJAR WARNING. TAXIED BACK TO GATE. HAD A FAULTY MICROSWITCH. REPLACED.RESUMED FLIGHT.
19870605018889A	THE AIRCRAFT STRUCK A TREE DURING A FORCED LANDING. THE ENGINE HAD FAILED DUE TO FUEL EXHAUSTION.
19870605018899I	NOSE GEAR COLLAPSED ON ROLLOUT. CAUSE NOT REPORTED.
19870605018909A	SPRAY BOOM CAUGHT TALL WHEAT ON EDGE OF RUNWAY ON TAKEOFF WITH A FULL LOAD.AIRCRAFT GROUND LOOPED AND FLIPPED OVER.
19870605018939I	STRUCK POWERLINES WHILE FLYING AT LOW ALTITUDE.  PILOT CLAIMED ENGINE PROBLEM. PRIMER NOT LOCKED. MEDICAL DENIED.
19870605018949I	AIRCRAFT TURNED RIGHT ON ROLLOUT, PILOT UNABLE TO MAINTAIN CONTROL.  FOUND BOLT MISSING IN TAIL WHEEL.
19870605019019A	COLLIDED WITH POWERLINES ON A SPRAYING RUN OVER A RICE FIELD. LOST CONTROL OF AIRCRAFT AND IMPACTED THE GROUND.
19870605019029A	COLLIDED WITH TREES AFTER ATTEMPTING TO LAND. THROTTLE CONTROL LINKAGE HAD SEPARATED. UNABLE TO CONTROL AIRCRAFT.
19870605019069A	THE ENGINE FAILED ON AN ILS FINAL. THE AIRCRAFT WAS DITCHED AND NOT RECOVERED. FUEL TANK SWITCHED PRIOR TO FAILURE.
19870605019129A	CRASHED AND BURNED WHILE FLYING LOW AND SLOW UP A MOUNTAINSIDE. INDICATES LOSS OF TAIL ROTOR EFFECTIVENESS DOWNWIND
19870605020269A	THE AIRCRAFT VEERED OFF THE RUNWAY AFTER A LONG DOWNWIND LANDING. THE FOREIGN PILOT APPLIED UNEVEN BRAKING.
19870605021591I	COLLISION WITH CESSNA 208B,N917FE,AT NUMBER 1 RAMP TO TAXIWAY. BOTH HAD TAXI CLEARANCE. SUN WAS BEHIND CESSNA.
19870605021592I	AIRCRAFT COLLISION WITH BEECH 58,N1653W,DURING TAXI FROM FEDERAL EXPRESS RAMP TO NORTH TAXIWAY. BOTH HAD CLEARANCE.
19870605023789I	THE ENGINE FAILED DURING DESCENT.  THE AIRCRAFT SAFELY LANDED OFF AIRPORT.  SUSPECT FUEL SYSTEM BLOCKED BY GASKET.
19870605033669I	DIRECTIONAL CONTROL LOST DURING ROLLOUT ON A WET RUNWAY.  DEPARTED RUNWAY SIDE. PILOT CITED HYDROPLANING A FACTOR.
19870605036299I	DURING TAXI ONTO THE RUNWAY THE PILOT HEARD A POPPING NOISE AS THE RIGHT WHEEL CAME APART.  BOLTS HAD FAILED.
19870605036769I	THE ENGINE FAILED FROM FUEL STARVATION ON FINAL. AIRCRAFT LANDED IN PARKING LOT. FUEL QUANTITY INDICATOR INACCURATE
19870605036779I	THE NUMBER THREE CYLINDER DEPARTED THE ENGINE.  AIRCRAFT LANDED SAFELY.
19870605037639I	THE PILOT MISJUDGED DISTANCE AND THIS AIRCRAFT STRUCK A PARKED PLANE DURING TAXI. NO DAMAGE TO OTHER AIRCRAFT.
19870605038609I	THE ENGINE FAILED FROM FUEL STARVATION.  AIRCRAFT LANDED ON A HIGHWAY.  IMPROPER FUEL SELECTOR VALVE INSTALLED.
19870605039909I	ELECTRICAL POWER LOSS EN ROUTE.  SAFE LANDING AT DESTINATION.  BATTERY HAD SHORTED INTERNALLY.
19870605046779I	ENGINE OVERSPEED DURING ATTEMPT TO GO TO IDLE. FOUND FUEL CONTROL BLEED PORTS CONTAINED FLAKY CORROSION DEPOSITS.
19870605081729A	TOOK OFF DOWNWIND,OVER GROSS WEIGHT,TOT ABOVE LIMITS AND ROTOR RPM DROPPING. CRASHED LANDED SHORT OF HELIPAD.
19870606018799A	
