c5	remark
19780301018879A	
19780302002169A	DESTINATION ARPT IFR,STALLED ONTO RWY AT ALTERNATE IN MARGINAL WXDITIONS.5 1/2HR X-COUNTRY.
19780302002769A	WIND GUSTING TO 40.
19780302003269A	
19780302003279A	GUSTING TO 30K. IP SIGNED PLT OFF FOR SOLO X-C PREVIOUS DAY. DIDNSERVE X-C DEP.
19780302003889A	
19780302004919A	
19780302006199A	LAUNCHED FM SNOW CVRD RWY WITH 1/2IN SNOW ON WINGS.
19780302013909I	LEFT MAIN GEAR COLLAPSED AFTER LANDING. EXAMINATION REVEALED THAT THE GEAR HAD FAILED DUE TO A FRACTURED CASING.
19780302013919I	ENGINE FAILED DUE TO LOSS OF OIL. OIL SCAVENGE LINE FROM TURBOCHARGER HAD FAILED. OIL WAS PUMPED OVERBOARD.
19780302013929I	ENGINE FIRE WAS DETECTED AFTER LANDING. FIRE WAS DUE TO A FAILED EXHAUST SLIP JOINT. EXHAUST INSPECTION OVERDUE.
19780302014089I	AIRCRAFT BROKE THROUGH CRUSTED SNOW AFTER LANDING. MINOR DAMAGE TO THE NOSE SECTION & A WING-TIP.
19780302014099I	PILOT MADE HARD LANDING, THEN LOST DIRECTIONAL CONTROL. HIT A SNOWBANK.
19780302014119I	PILOT LOST DIRECTIONAL CONTROL ON AN ICY TAXIWAY. SLID INTO A SNOWBANK.
19780302014159I	PILOT FORGOT TO EXTEND LANDING GEAR.
19780302014169I	AIRCRAFT LIFTED OFF, VEERED TO LEFT & SETTLED BACK TO GROUND AFTER THE GEAR HAD BEEN RETRACTED.
19780302014179I	STUDENT PILOT LOST DIRECTIONAL CONTROL AFTER LANDING. ICE PATCHES ON THE RUNWAY.
19780302014189I	NOSE GEAR COLLAPSED DURING ROLLOUT ON SNOW AND ICE.
19780302014199I	INCORRECT TAXI PROCEDURES DURING LOW VISIBILITY. TOWER ISSUED TAKEOFF ABORT INSTRUCTIONS TO A DEPARTING CARRIER.
19780302014209I	ONE MAIN TIRE BLEW OUT DURING THE TAKEOFF ROLL. FLIGHT CONTINUED TO DESTINATION. LANDED SAFELY.
19780302015269A	ACFT NOT EQUIPPED WITH ANTI-ICING OR DE-ICING SYSTEMS.
19780302042339A	
19780303002779A	
19780303004299A	THROTTLE STUCK IN OPEN POSITION FOR UNKNOWN REASON.PILOT KNEW OF STUK THROTTLE PRIOR TO FLIGHT.
19780303010169A	DURING TURN TO TAXIWAY ACFT SLID INTO SNOWBANK.
19780303015329I	GEAR COLLAPSED AFTER LANDING, HAD NOT BEEN FULLY EXTENDED. NOSE GEAR WAS NOT CENTERED, JAMMED IN THE WHEEL WELL.
19780303015339I	PILOT LANDED ON SNOW COVERED RUNWAY. VISIBILITY RESTRICTED DUE TO BLOWING SNOW. TURNED OFF INTO SNOWBANK.
19780303015359I	PILOT CONTINUED FLIGHT TO FUEL EXHAUSTION.
19780303015379I	PILOT BOUNCED DURING ATTEMPTED WHEEL LANDING, DAMAGED THE PROP.
19780303015479I	AIRCRAFT DRIFTED AFTER TOUCHDOWN, LEFT MAIN STRUCK A RIDGE OF ICE AND COLLAPSED.
19780303015489I	ONE MAIN COLLAPSED DURING THE LANDING ROLL, CAUSE NOT REPORTED.
19780303015509I	ELECTRICAL EMERGENCY FOLLOWED JUMP START AND TAKEOFF. LANDING GEAR COLLAPSED AT TOUCHDOWN.
19780303015519I	NOSE GEAR COLLAPSED AFTER CLEARING THE RUNWAY. EMERGENCY PROCEDURES HAD BEEN USED INCORRECTLY, GEAR WAS OK.
19780303015619I	PILOT LOST DIRECTIONAL CONTROL AFTER LANDING. DRIFTED SNOW ON THE RUNWAY.
19780303015649I	WING TIP DAMAGED WHEN PILOT STRUCK A CARGO LOADER. PILOT WAS MANEUVERING AROUND OBSTACLES TO PARKING.
19780303015669I	CREW TRANSIENTED SALT LAKE CENTER AREA WITHOUT REALIZING COMMUNICATIONS HAD BEEN LOST,REESTABLISHED WITH SEA ARTCC
19780303015689I	DISTURBANCE BY PASSENGER REQUIED FIRST OFFICER TO INTERVENE. PASSENGER WAS MET BY POLICE.
19780303015699I	PILOT COMPLETED ILS APPROACH AND LANDING WITH WEATHER BELOW MINIMUMS.
19780303016049I	OUTBOARD MAIN TIRE BLEW OUT ON LANDING. TIRE ASSEMBLY SENT OUT FOR EVALUATION.
19780303016069I	ENGINE SHUT DOWN DURING CLIMB THROUGH FL 230. FLIGHT RETURNED. FUND METAL IN THE TAIL PIPE.
19780303016089I	AIRCRAFT DAMAGED WHILE PARKED AT GATE BY A ROLLING, DRIVERLESS VEHICLE.
19780303016109I	TAKEOFF ABORTED DUE TO LOW ENGINE RPM. FOUND OIL LEAK AT MASTER GEAR CUT OUT. AIRCRAFT FERRIED FOR PROP CHANGE.
19780303024449A	VFR FLIGHT NOT RECOMMENDED.
19780304003689A	
19780304003699A	FAILURE OF LDG GEAR SPRING P/N 0741601-2.
19780304003899A	
19780304003909A	
19780304004309A	SIMULATED FORCED LANDING,ENGINE FAILED TO RESPOND,PILOT LANDED INGH PASTURE.
19780304004319A	
19780304004329A	
19780304004929A	
19780304005619A	HIT MAILBOX.
19780304010179A	
19780304012389A	RT ENG STARTER RELAY CONTACT POINTS FUSED TOGETHER.
19780304015179I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN IN A MODERATE CROSSWIND.
19780304015189I	STUDENT PILOT ACCEPTED LINE SERVICE ASSURANCE THAT FUEL WAS FULL. GAUGES INDICATED NOT FULL. TOOK OF, RAN OUT.
19780304015199I	STUDENT PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN IN A MODERATE CROSSWIND.
19780304015209I	FROZEN ICE & SNOW IN ONE MAIN WHEEL FAIRING CAUSED STUDENT TO LOSE DIRECTIONAL CONTROL AFTER TOUCHDOWN.
19780304015219I	PILOT BALLOONED DURING FLARE FOR LANDING IN MODERATE CROSSWIND. AIRCRAFT DRIFTED TO SIDE OF RUNWAY. HIT SNOWBANK
19780304015229I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN IN A MODERATE CROSSWIND. NUMEROUS PATCHES OF ICE AND SNOW.
19780304015239I	FLIGHT RETURNED FROM LOW ALTITUDE PHOTOGRAPHIC MISSION WITH WINDSHIELD COLLAPSED & WIRE MARKS ON THE WINGS.
19780304015249I	UNCERTIFICATED PILOT ENTERED CONTROL ZONE WITHOUT RADIO CONTACT, BLEW A TIRE ON LANDING, AND ENDED IN SNOWBANK.
19780304015259I	PILOT FAILED TO EXTEND THE LANDING GEAR BEFORE LANDING.
19780304015269I	PILOT ATTEMPTING TO LAND SHORT ON A PARTIALLY PLOWED (1500 FT) RUNWAY, LANDED SHORT IN SNOW. MADE HARD LANDING.
19780304015279I	AIRCRAFT RAN OUT OF FUEL AFTER A SHORT LOCAL FLIGHT.
19780304015289I	STUDENT PILOT WAS LOOKING INSIDE COCKPIT AFTER ENGINE START. AIRPLANE MOVED FORWARD, STRIKING ANOTHER AIRCRAFT.
19780304015299I	STUDENT PILOT LOST DIRECTIONAL CONTROL AFTER LANDING. WAS NOT PROPERLY ENDORSED FOR SOLO.
19780304015309I	PILOT CONTINUED TOUCH & GO WITH FULL FLAPS. LIFTED OFF BUT COULD NOT REMAIN AIRBORNE. MICROSWITCH MALFUNCTIONED.
19780304015319I	PILOT LOST DIRECTIONAL CONTROL AFTER LANDING. NOSE STRUT WAS OVER INFLATED, AND NOSE WHEEL COULD NOT BE TURNED.
19780304015349I	PILOT UNABLE TO EXTEND NOSE GEAR DUE TO A SEPARATED EXHAUST MANIFOLD WHICH HAD DROPPED INTO THE WHEEL WELL.
19780304015369I	INSTRUCTOR INDUCED ENGINE CUT DURING TAKEOFF IN A TWIN. STUDENT LOST DIRECTIONAL CONTROL. ENDED IN DEEP SNOW.
19780304015389I	PILOT LANDED SHORT IN DEEP SNOW AT THE APPROACH END OF RUNWAY.
19780304015399I	FLIGHT INSTRUCTOR ALLOWED STUDENT TO LOSE DIRECTIONAL CONTROL AFTER TOUCHDOWN. HIT A SNOWBANK.
19780304015409I	INSTRUCTOR WITH STUDENT ON A TOUCH & GO ALLOWED AIRCRAFT TO DRIFT INTO A PATCH OF SNOW. LOST DIRECTIONAL CONTROL.
19780304015419I	PRIVATE PILOT ON BIENNIAL FLIGHT REVIEW DEVELOPED HIGH SINK RATE. LANDED SHORT.
19780304015429I	TRAILING EDGE FLAP SECTION SEPARATED IN LANDING ROLL WHEN THE AIRPLANE HIT STANDING WATER IN A RUNWAY DEPRESSION.
19780304015439I	TRAILING EDGE FLAP SECTION FAILED IN LANDING ROLL WHEN AIRPLANE HIT STANDING WATER (PUDDLE) IN RUNWAY DEPRESSION.
19780304015449I	TAKEOFF ABORTED DUE TO SOUND OF COMPRESSOR STALL. AIRCRAFT CHECKED OK, THEN DEPARTED.
19780304015459I	CREW UNABLE TO RETRACT THE GEAR AFTER DEPARTURE, RETURNED. RETRACTION SYSTEM CHECKED OUT OK.
19780304015469I	ENGINE DAMAGED BY OVERTEMP DURING TAXI BEHIND ANOTHER AIRCRAFT.
19780304015529I	ENGINE FLAMED OUT DURING TAXI DUE TO SNOW INGESTION. ENGINE WAS DAMAGED.
19780305003289A	
19780305003299A	FIREWALL,GR,LWR FUSELAGE & PROP DMGD.
19780305003919A	
19780305003929A	
19780305004339A	
19780305004349A	MISHAP OCCURRED WHILE OBSERVING & PHOTOGRAPHING WHALES AT LOW ALTE & AIRSPEED.
19780305004359A	CRANKPIN OIL TUBES P/N61196,REQUIRED. NOT INSTALLED ON CRANKSHAFT
19780305004369A	
19780305004939A	
19780305006209A	AFT BREAKING INTO & REFUELING ACFT PLT FLEW FROM PA TO NC,STOLE F& CONTINUED FLT.
19780305008189A	R WHEEL BRAKE DISC CAME OUT OF WHEEL,LODGED BETWEEN GR AXLE & WHE
19780305010789A	RIGHT BRAKE FROZE AFTER LANDING ON SNOW COUERED RUNWAYS.
19780305013699A	
19780305015499I	CAPTAIN STOPPED AND SHUT DOWN. THOUGHT HE HAD BRUSHED A SNOWBANK. NO DAMAGE, STARTED ENGINES AND CONTINUED.
19780305016159I	FLIGHT ATTENDANT HURT IN FALL IN THE FOOD GALLEY. THE COMPOSITION FLOOR WAS SLIPPERY FROM A WATER LEAK.
19780305016189I	LEFT MAIN TIRE BLEW OUT ON LANDING. ANTISKID TRANSDUCER FROZEN CAUSING THE WHEEL LOCK UP.
19780305016199I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN.
19780305016239I	PILOT PORPOISED ON LANDING, COLLAPSED THE NOSE WHEEL.
19780305016259I	PILOT HIT FENCE WITH WING TIP WHILE MANEUVERING TO PARK.
19780305016269I	IFR PILOT LOST CONTROL IN TURBULANCE AT 12500 FEET, REGAINED CONTROL AT 5100 FEET. AIRCRAFT WAS BENT.
19780305016279I	PILOT LANDED IN CROSSWIND WITH BLOWING SNOW. NOT PROPERLY ALIGNED WITH THE RUNWAY, HIT A RUNWAY LIGHT.
19780305016289I	ODOR AND EVENTUAL SPARKS CAME FROM THE FUEL GAUGE. WRONG TYPE VOLTAGE REGULATOR CAUSED OVERVOLTAGE.
19780305016299I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN ON ICE COVERED RUNWAY. ENDED IN A SNOWBANK.
19780305016309I	PILOT WAS LOW ON THE APPROACH AND HIT TWO SNOWBANKS AT THE APPROACH END OF THE RUNWAY.
19780305016319I	ONE MAIN GEAR COLLAPSED AFTER TOUCHDOWN, CAUSE NOT DETERMINED.
19780305016329I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN IN A MODERATE CROSSWIND.
19780305016339I	NOSE GEAR RETRACTED DURING THE TAKEOFF RUN. THE DOWNLOCK SPRINGS WERE FOUND TO BE BELOW MINIMUM PULL TENSION.
19780305016349I	PILOT UNABLE TO EXTEND THE GEAR BY NORMAL OR EMERGENCY PROCEDUES. THE DYNAMIC RELAY WAS STICKING.
19780305016359I	STUDENT FLYING WITH AN INSTRUCTOR, RETRACTED THE GEAR AFTER TOUCHDOWN.
19780305016559I	PILOT AND A FLIGHT INSTRUCTOR ON A TRAINING FLIGHT FAILED TO EXTEND GEAR BEFORE TOUCHDOWN.
19780306002789A	ACFT SPRAYING WEED KILLER.FUEL TANK SIGHT GAGE CONTAINED SEED LODIN IT.
19780306003939A	BEARING ROD END,PART NO.KWB5,FAILED DUE TO UNDETERMINED CAUSE.
19780306003949A	
19780306004379A	FUEL SELECTOR FOUND ON RT TANK,LEFT TANK CONTAINED FUEL.
19780306004949A	WINDS GUSTING TO 15KTS.
19780306005629A	1/2 GAL FUEL IN BOTH TANKS.GAGE OPERATIVE.
19780306006219A	POWER LINE PATROL.CRANKSHAFT FAIL AT NR 1 CON ROD JOURNAL.T/D DRGRE.M/R HIT TAILBOOM.
19780306006229A	
19780306006809A	CARRYING CEDAR BLOCKS. 2ND STAGE REDUCTION GEAR FAILED. LANDED ON SIDE
19780306008599I	CALVES SUFFOCATED DURING DELIVERY FLIGHT DUE TO SEVERE LEAKS IN THE AIR DISTIRBUTION SYSTEM.
19780306011629I	PILOT FORGOT THE LANDING GEAR BEFORE LANDING.
19780306011639I	FLIGHT INSTRUCTOR PERMITTED STUDENT PILOT TO DRIFT AFTER TOUCHDOWN, HIT SNOWBANK AT RUNWAY EDGE.
19780306011649I	PILOT DAMAGED THE RADONE ON PASSENGER JETWAY WHILE PARKING. RAMP WAS DAMP AND GUIDELINES IN POOR CONDITION.
19780306011659I	ANNONYMOUS CALL WARNED OF BOMB ABOARD. AIRCRAFT LANDED, WAS SEARCHED, NO BOMB FOUND.
19780306011669I	PASSENGER STATED THAT A BOMB WAS ABOARD THE AIRCRAFT. AIRCRAFT SEARCHED IN FLIGHT AND AFTER LANDING. PSNGR. RELSD.
19780306011679I	HYDRAULIC SYSTEM A LOST DUE TO A LEAKING FLAP MOTOR.
19780306011689I	ENGINE STOPPED DUE TO LOSS OF FUEL PRESSURE. CAUSE NOT DETERMINED.
19780306011699I	FORCED LANDING DUE TO CARBURETOR ICING.
19780306011709I	STUDENT PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN.
19780306011719I	PILOT UNABLE TO STAY IN NARROW PLOWED AREA DURING PROP REVERSE OPERATION.
19780306011729I	NOSE GEAR COLLAPSED AFTER HARD LANDING.
19780306011739I	NOSE GEAR COLLAPSED ON ROLLOUT DUE TO BROKEN CENTER PILOT BOLT. THE THREADED NUT WAS MISSING.
19780306011749I	PILOT TAXIING OUT OVER ICE COVERED DIP IN THE TAXIWAY. NOSE WHEEL BROKE THROUGH, COLLAPSED THE NOSE GEAR.
19780306011759I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN.
19780306011769I	PILOT ATTEMPTED TAKEOFF WITH SNOW AND ICE ON THE AIRPLANE, LIFTED OFF, RETRACTED THE GEAR, THEN SETTLED BACK.
19780306011779I	INSTRUCTOR SIMULATED ENGINE OUT AFTER TAKEOFF WITH LEFT MIXTURE CONTROL, STUDENT FEATHERED PROP. NO RESTART.
19780306014029A	
19780306024189A	
19780307003309A	WIND GUSTING 30KTS.
19780307004389A	HOSE ASSEMBLY P/N 52178-3-0122 AT NOSE GEAR ACTUATOR PULLED FROM W FITTING.
19780307004399A	
19780307004959A	
19780307004969A	WIND GUSTING TO 15KTS.FOOT HIGH PILES OF SNOW REMOVED FROM RWY AFCIDENT.
19780307006819A	
19780307007269A	PLT FAILED INSTRUMENT CHECK 4 DAYS BEFORE ACCIDENT.
19780307010799A	
19780307013969I	LANDING GEAR DAMAGED IN ATTEMPTED LANDING, HIT A RIDGE OF SNOW ON THE RUNWAY. GEAR COLLAPSED AFTER TOUCHDOWN.
19780307014009I	PILOT HAND PROPPED HIS AIRPLANE, IT STARTED, RAMMED TWO PARKED AIRPLANES, THEN STOPPED.
19780307014029I	PILOT LOST DIRECTIONAL CONTROL AFTER LANDING IN LIGHT SNOW, ENDE IN A SNOWBANK.
19780307014039I	STUDENT PILOT LOST DIRECTIONAL CONTROL DURING AN ATTEMPTED TOUCH AND GO IN A CROSSWIND.
19780307014049I	PILOT TAXIED INTO AN UNLIGHTED HELICOPTER PLATFORM.
19780307014059I	PILOT MISUSED FUEL SYSTEM (MODIFIED BY STC), AND INDUCED ENGINE STOPPAGE.
19780307014069I	PILOT STRUCK AN UNLIGHTED BARRICADE DURING TAXI FROM LANDING.
19780307014079I	PILOT MADE A SUCCESSFUL EMERGENCY LANDING FIVE MINUTES SHORT OF DESTINATION DUE TO NAUSEA.
19780307014109I	PILOT LOST DIRECTIONAL CONTROL AFTER LANDING IN A MODERATE CROSSWIND. FLIGHT ENDED IN A SNOWBANK.
19780307014129I	PILOT LOST POWER AFTER CLIMBING THROUGH SCATTERED CLOUDS, LANDED ON A HIGHWAY MEDIAN WITH ICED AIR INTAKE.
19780307014139I	PILOT HIT A POWER LINE AT 120 FEET AGL DURING CRUISE.
19780307014149I	HIT A DUCK DURING CLIMB OUT. DUCK PENETRATED THE WINDSHIELD, INJURED PILOT AND ONE PASSENGER.
19780307014229I	ENGINE SHUT DOWN DUE TO FIRE WARNING LIGHT. FOUND N1 CAMPRESSER UNABLE TO ROTATE, AND BLEED MANIFOLD RUPTURED.
19780307024179A	PERSON ON LF SEAT WAS A NONCERTIFICATED STUDENT PILOT.PLT BLOOD AOL LEVEL 0.18
19780308002799A	INST ALLOWED STU PLT TO DESCEND TO LOW ON PRACTICE FORCED LANDING
19780308003319A	
19780308003709A	
19780308003999A	
19780308004979A	
19780308005639A	
19780308006239A	
19780308010809A	WIND GUSTING 15K.
19780308013029A	
19780308013039A	WIND GUSTS TO 25K.
19780308014239I	LEFT MAIN TIRES BLOWN OUT DURING LANDING.
19780308014249I	PILOT TOOK OFF ON A WIDE TAXIWAY, HAVING MISTAKEN IT FOR A RUNWAY.
19780308014259I	ENGINE SHUT DOWN DUE TO AN INDICATION OF OIL PRESSURE LOSS. THE TRANSDUCER WAS FOUND TO BE FAULTY.
19780308014269I	ENGINE SHUT DOWN DUE TO FLUCTUATING OIL PRESSURE. THE PRESSURE TRANSDUCER WAS CORRODED.
19780308014279I	STUDENT PILOT MADE HARD LANDING DURING THE SECOND SOLO FLIGHT.
19780308014289I	LANDING GEAR COLLAPSED AFTER TOUCHDOWN. MAIN GEAR DOWN LOCK TENSION WAS BELOW MINIMUM.
19780308036739A	
19780309002159A	THE PIC GROUND LOOPED THE AIRCRAFT AFTER THE OTHER PILOT LOST DIRONAL CONTROL.
19780309002809A	POWERLINE AT DEPARTURE END OF RWY,ATTMTD TO PASS UNDER IT,HIT ROAGD WHEEL PANTS.
19780309002819A	
19780309004009A	L WHEEL CAUGHT IN SNOW ADJ TO RWY.
19780309004409A	AIRPORT DOES NOT HAVE ANY ELECTRONIC LANDING AIDS.
19780309004989A	PASSENGER WALKED TOWARD TURNING PROP.PILOT SHOUTED WARNING.
19780309006249A	
19780309007959A	
19780309015539I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN DUE TO BROKEN NOSE GEAR STEERING COLLAR. TOW TURN LIMITS EXCEEDED
19780309015549I	ALL ELECTRICAL POWER LOST DURING IFR CLIMB. CONTINUED VFR ON TOP. DESCENDED THROUGH OVERCAST. DEAD BATTERY.
19780309015559I	PILOT FAILED TO EXTEND THE LANDING GEAR.
19780309015569I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN. ENDED IN A SNOWBANK. SMALL SNOW-DRIFTS ON THE RUNWAY.
19780309015579I	PILOT LOST DIRECTIONAL CONTROL AFTER SHORT FIELD LANDING IN A CROSSWIND DURING A COMMERCIAL FLIGHT CHECK.
19780309015589I	MAIN GEAR BEARING AND WHEEL FAILED DURING THE LANDING ROLL.
19780309015599I	ENGINE STOPPED DUE TO VACUUM IN THE TANK. PILOT USING A NON-VENTED CAP. RIGHT TANK WAS NOT FUELED DUE TO FUEL LEAK.
19780309015609I	PILOT HIT SNOW OUTSIDE THE SNOW-PLOWED AREA DURING TOUCH & GO. INSTRUCTOR IN RIGHT SEAT UNABLE TO STOP THE TURN.
19780309015629I	PILOT TURNED FROM RUNWAY TO SNOW-COVERED TAXIWAY. LOST DIRECTIONAL CONTROL AND ENDED IN SNOWBANK.
19780309015639I	PASSENGER INSISTED ON SMOKING IN NON-SMOKING AREA & DURING LANDING. USED ABUSIVE LANGUAGE & TRIPPED ATTENDANT.
19780309015659I	TIRE BLEW OUT JUST BEFORE LIFTOFF. TAKEOFF WAS ABORTED.
19780309015679I	TRAILING EDGE FLAPS WENT FULL UP DURING RETRACTION ON CLIMBOUT, THEN COULD NOT BE EXTENDED. GEAR BOX REPLACED.
19780309015709I	A LEAK IN THE WINDSCREEN CAUSED RADIO COMMUNICATIONS FAILURE. PILOT SQUAWKED 7600 AND CONTINUED TO TOUCH DOWN.
19780309015719I	EXHAUST PIPE FAILED AND DROPPED. SUBSEQUENT HEAT CAUSED VAPOR LOCK AND ENGINE STOPPAGE.
19780309015729I	NOSE WHEEL SCISSORS BROKE DURING TAXI AFTER LANDING.
19780309015739I	BROKEN SCISSORS LINK ON MAIN GEAAR ALLOWED WHEEL TO TURN 60 DEGREES TO LINE OF FLIGHT. LANDED SAFELY.
19780309015749I	COMPRESSOR TURBINE RUBBED SHROUD . METAL CAUSED FAILURE OF THE POWER TURBINE.
19780309015759I	PILOT RETURNED DUE TO OIL DETECTED ON ENGINE COWL. OIL LEAK WAS DUE TO AN OIL LEAK IN THE TORQUE COMPENSATOR.
19780310002829A	HIT POWER LINE.
19780310003329A	
19780310004419A	
19780310004429A	
19780310004999A	
19780310005649A	OVERFLEW SUITABLE APPTS WITH FUEL STATUS LOW.
19780310006259A	DEPARTED ON DARK NIGHT WITH NO MOON.A/P NOTAM CLOSED AT NIGHT,RWYHTS OUT.
19780310006269A	
19780310006829A	
19780310007279A	NO.4 EXHAUST VALVE FAILED.
19780310008669A	RECOVERY DATE 3/17/78.
19780310009459A	
19780310010189A	
19780310013709A	STEEP CLIMB OUT AFTER LOW PASS IN FRONT OF CABIN
19780310014219I	PILOT LANDED SHORT ON AN AIRPORT WHICH WAS ONLY PARTIALLY CLEARED OF SNOW & WAS NOTAMED CLOSED.
19780310014329I	NOSE GEAR NOT SAFE. PILOT WAS ABLE TO LOCK IT ON TOUCHDOWN. BLOCKAGE IN NOSE GEAR LINE.
19780310014359I	PILOT FORCED TO REDUCE POWER AND LAND DUE TO ROUGH RUNNING ENGINE.
19780310014389I	PILOT RETURNED DUE TO OIL LOSS FROM AN ENGINE. CRANK SHAFT SEAL LEAKING, WAS REPLACED.
19780310014639I	PILOT DETECTED A CLICKING NOISE. ENGINE LOST OIL PRESSURE. THEN SIEZED.
19780310014649I	PILOT UNABLE TO GET A SAFE LIGHT ON THE RIGHT MAIN, COLLAPSED AFTER TOUCHDOWN.
19780310014659I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN DUE TO ICE, SNOW & MUD PACKED IN BOTH WHEEL FAIRINGS.
19780310014669I	PILOT WITH AN INSTRUCTOR LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN ON A GRASS RUNWAY.
19780310014679I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN. HIS MUDDY BOOT SLIPPED OFF THE RUDDER PEDAL.
19780310014689I	PILOT LANDED SHORT, HIT A SNOWBANK.
19780310014699I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN. WOUND UP IN A SNOWBANK WITH ONE MAIN COLLAPSED.
19780310014709I	PILOT ALLOWED AIRCRAFT TO DRIFT INTO SNOWBANK AFTER LIFTOFF. THE DAMAGED MAIN COLLAPSED AFTER TOUCHDOWN.
19780310014719I	MAIN CHUTE DID NOT OPEN FULLY. RESERVE CHUTE DID NOT OPEN FULLY. NO EVIDENCE OF CHUTE DEFECT.
19780310014729I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN IN A CROSSWIND. ICE PATCHES ON THE RUNWAY.
19780310014739I	PILOT TAXIED INTO A SOFT AREA DURING TURN AROUND AFTER LANDING ON A SOD STRIP.
19780310014749I	PILOT TOUCHED DOWN SHORT OF THE PLOWED RUNWAY AREA. NOSED UP.
19780310014769I	DURING PRESSURIZED CLIMB THROUGH 8800 FEET, CABIN DOOR CAME OPEN & SEPARATED. DOOR COULD NOT BE LOCATED.
19780310014789I	DURING TAKEOFF ON A SOFT SOD RUNWAY, PILOT HIT A MUD AREA & FLIPPED OVER.
19780310014809I	AN ENGINE FIRE DEVELOPED DURING THE LANDING ROLL DUE TO A BROKEN TEE FITTING ON THE CARBUREATOR.
19780310014819I	PILOT RAN OUT OF FUEL.
19780310014919I	PILOT RAN OUT OF FUEL APPROXIMATELY 20 MINUTES AFTER TAKEOFF.
19780310014939I	ENGINE SHUT DOWN DUE TO OIL LOSS. CAUSE FOUND TO BE A CRACKED OIL LINE.
19780310014949I	CARRIER RECEIVED TELEPHONE BOMB THREAT BEFORE DEPARTURE. AIRCRAFT SEARCHED WITH NEGATIVE RESULTS.
19780310014959I	SLOW BUT COMPLETE PRESSURIZATION LOSS DURING DESCENT.
19780310014969I	IFR PILOT LANDED 3000 FEET SHORT OF UNLIGHTED RUNWA. LIGHTS WERE NOTAMED OUT OF SERVICE.
19780310014989I	NOSE GEAR BROKEN OFF WHEN PILOT LANDED ON ICE-COVERED SNOW.
19780310014999I	LANDING GEAR COLLAPSED DURING ROLLOUT. IT HAD BEEN PREVIOUSLY DAMAGED BY AN ICE CHUNK DURING GEAR CYCLE.
19780310015009I	PILOT ABORTED TAKEOFF DUE TO HIS MISUNDERSTANDING TRAFFIC SITUATION. HE WAS RESEQUENCED & DEPARTED.
19780310017469A	PLT ADVISED BY GND CTL THAT MTNS TO WEST OBSCURED.WINGS,STABS SEPED.RECOVERY DATE 3/11/78.
19780311002839A	
19780311003339A	RECOVERY DATE 3-16-78.GUSTS EST 65 MPH.
19780311003349A	
19780311003719A	AIRCRAFT CRASHED ON FROZEN LAKE.
19780311005009A	BUILDER INSTRUCTED PLT NOT TO TKOF WITH LESS THAN 3GAL.APPROX 3GAEL IN TANK AT TKOF.
19780311005019A	PLT RPTD WIND GUSTING TO 25KTS.
19780311005029A	
19780311005659A	
19780311005669A	STU PLT UNABLE NEGOTIATE RT TURN COLLIDED WITH AERO COMDR N4606B,TANTIAL DAMAGE.
19780311006639A	ACFT FLEW UNDER WIRES,BETWEEN TWO HOUSES AND IMPACTED A BARN AFTEVERAL TKOF ATTEMPTS.
19780311006839A	REQ NAV ASSISTANCE ON SOLO X-COUNTRY FLT TO DES.DID NOT SHUT DOWNEMPT FLT BACK,MTN TOPS OBSC.
19780311007969A	RECOVERY DATE 3/17/78.
19780311008249A	SIMULATED SE LDG.VEERED INTO FARM FLD.
19780311010649A	
19780311010819A	R/W LIGHTING WAS OFF.DARK NIGHT.
19780311014019A	
19780311016369I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN WHEN HE HIT A PATCH OF WET SNOW ON THE RUNWAY.
19780311016379I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN. BRAKES WERE WORN OUT, BRAKE RESERVOIR WAS EMPTY.
19780311016389I	STUDENT INADVERTENTLY TURNED FUEL OFF DURING SIMULATED EMERGENCY.
19780311016399I	PILOT LOST DIRECTINAL CONTROL AFTER HARD LANDING. ENDED IN A SNOW BANK.
19780311016409I	PILOT NOSED OVER WHEN BRAKES WERE APPLIED DURING LANDING ROLL.
19780311016419I	PILOT LANDED ON SNOW-COVERED RUNWAY, BOUNCED, THEN NOSED OVER.
19780311016429I	ENGINE FAILED AND CAUGHT FIRE DURING CLIMB TO CRUISE. FIRE WENT OUT DURING DESCENT.
