c5	remark
19920207002389I	GUST OF WIND CAUGHT AIRCRAFT ON TAKEOFF ROLL. STUDENT LOST DIRECTIONAL CONTROL AND VEERED OFF RUNWAY INTO SNOWBANK.
19920207002439I	NOSE GEAR COLLAPSED AS PILOT WAS APPLYING POWER TO TURN ONTO RUNWAY. WELD ON RETRACT TRUSS BROKE.
19920207002459A	STUDENT TOOK AIRCRAFT WITHOUT PERMISSION. NO NIGHT OR CHECK OUT IN TYPE. LOW CEILING. CRASHED INTO WATER IN TURN.
19920207003999I	ENGINE QUIT EN ROUTE. FORCED LANDING AT CARROLL COUNTY AIRPORT.
19920207004329I	PILOT ATTEMPTING A SHORT FIELD LANDING ON FLIGHT CHECK RIDE MADE HARD LANDING. NOSE WHEEL DAMAGED.
19920207004899I	PROPELLER TIP BROKE OFF IN FLIGHT. FORCED LANDING AT AIRPORT WHICH WAS BENEATH HIM AT TIME OF OCCURRENCE.
19920207005649I	OIL PRESSURE ZERO. FORCED LANDING AT AIRPORT. FOUND OIL LEAK AT ACCESSORY DOOR COVER PORT. NEW GASKET INSTALLED.
19920207011799I	AIRCRAFT DROPPED TO RUNWAY AFTER LIFTOFF. BRAKED. VEERED OFF RUNWAY. NOSE WHEEL COLLAPSED. NO MAINTENANCE PROBLEM.
19920207025809A	LOST CONTROL TRYING TO LAND HOMEBUILT ULTRALIGHT IN SEVERE GUSTY SURFACE WINDS. STALLED AND CRASHED.
19920208002249A	IMPACTED HILLSIDE. SNOW AND BLOWING SNOW IN AREA. AIRCRAFT ON VFR FERRY PERMIT NOT EQUIPED FOR IFR OR ICING.
19920208002269A	AIRCRAFT NOSED OVER WHILE TAXIING ON RUNWAY. PILOT STATED A WIND GUST WAS TOO STRONG AND BLEW PLANE OVER.
19920208002299A	LOST POWER ON MISSED APPROACH. CRASHED IN A BACKYARD. BOTH INTAKES CLOGGED BY PACKED SNOW. HEAVY ICING CONDITIONS.
19920208002339I	ENGINE STALLED ON TAKEOFF. LANDED IN SOFT FIELD AND FLIPPED. SUSPECT CARBURETOR ICING.
19920208002399A	STUDENT PILOT ON LONG SHALLOW FINAL TOUCHED DOWN SHORT OF RUNWAY AND COLLAPSED NOSE GEAR.
19920208002409A	ENGINE ROUGH AND LARGE POWER LOSS. DITCHED IN OCEAN. CAUSE POWER LOSS UNDETERMINED.
19920208005779A	LEFT WING COLLIDED WITH A BUILDING WHILE TAXIING TO RAMP.
19920208005819I	TOTAL ELECTRICAL FAILURE EN ROUTE. LANDED AT DESTINATION SAFELY. FOUND A FAILED BATTERY RELAY.
19920208006731I	STUDENT PILOT WING TIP HIT N3015V RIGHT WING TIP IN RUN UP AREA AS STUDENT WAS TAXIING FOR TAKEOFF.
19920208008359I	ON TAKEOFF FROM GRASS STRIP PILOT HIT RUNWAY SOFT SPOT. CEASED ACCELERATING. RAN OFF RUNWAY AND GEAR COLLAPSED.
19920208028129I	ENGINE LOST POWER. SHUT DOWN. DIVERTED. LANDED SAFELY. FOUND NR1 HIGH PRESSURE TURBINE DISC BLADES HAD FAILED.
19920208032451I	ON TAKEOFF ROLL AIRCRAFT WING TIP STRUCK THE TAIL OF LAP702 THAT HAD JUST CLEARED RUNWAY. ATC GAVE CLEARANCE.
19920208032452I	WAS STRUCK ON TAIL BY N354AA THAT WAS DEPARTING ON SAME RUNWAY. AIRCRAFT HAD NOT CLEARED RUNWAY.
19920208047409I	ENGINE NOT DEVELOPING POWER TO MAINTAIN LEVEL FLIGHT. FORCED LANDING IN FIELD.
19920209002259A	EXTREME TURBULENCE ON APPROACH AND DOWNWIND CAUSE IMPACT IN STUMPS WEST OF RUNWAY ALIGNMENT. PRECARIOUS STRIP.
19920209002279I	A HYDRAULIC SYSTEM FAILED ON CLIMB. UNABLE TO EXTEND RIGHT GEAR. LANDED RIGHT GEAR UP. FAILED LINE ON GEAR DOOR.
19920209002319A	MAKING A LOW PASS OVER A FRIEND OPERATING A TRACTOR ON THE GROUND, STRUCK TREES, TUMBLED AND CRASHED.
19920209002369A	ENGINE QUIT ON CLIMBOUT. LANDED IN ROUGH DESERT TERRAIN. HAD DEPARTED MINIMUM FUEL. FUEL TANKS FOUND EMPTY.
19920209002419A	ENGINE QUIT IN PATTERN. CONCERNED OVER TRAFFIC TURNED AWAY FROM AIRPORT. STALLED INTO TREES. SELECTOR EMPTY TANK.
19920209002429A	ENGINE QUIT ON APPROACH. AUTOROTATED TO RUN ON LANDING. SKID HIT DIRT MOUND,HELICOPTER ROLLED. NR2 EXHAUST VALVE.
19920209002449A	ADVISED ON BRIEFING PART OF RUNWAY CLOSED BUT LANDED ON CLOSED PART. STRUCK BARRIER. VEERED OFF RUNWAY INTO FENCE.
19920209002469A	REPORTED ROUGH ENGINE. ELECTED LAND ON ROAD. HIT POWER POLE. BLACK SMOKE SEEN BY WITNESS. NO DEFECT.
19920209003969I	ENGINE FAILED. PILOT ELECTED TO MAKE FORCED LANDING AT THE GLIDER PORT.
19920209004069A	CROSSWIND GUST DRIFTED AIRCRAFT DOWNWIND OF RUNWAY. TRIED GO AROUND BUT STRUCK SMALL PINION TREES.
19920209004419I	PILOT UNABLE TO LOWER RIGHT MAIN GEAR. ELECTED TO LAND WITH BOTH GEARS IN UP POSITION.
19920209004519I	STUDENT PILOT CONDUCTING SOLO LANDING PRACTICE MADE A HARD LANDING. NOSE WHEEL COLLAPSED.
19920209004919A	ENGINE QUIT AFTER DESCENT TO LOWER ALTITUDE. CRASH LANDED IN STUBBLE FIELD. CAUSE POWER LOSS NOT ADDRESSED.
19920209004939I	PILOT STATED HE FORGOT TO LOWER LANDING GEAR AND LANDED GEAR UP.
19920209004989I	UNABLE TO RETRACT NOSE LANDING GEAR AFTER TAKEOFF. RETURNED. LANDED SAFELY.
19920209005479I	NOSE GEAR COLLAPSED ON LANDING.
19920209005949I	RIGHT ENGINE QUIT IN FLIGHT. LANDED SAFELY AT ROCHESTER. FOUND SMALL AMOUNT OF WATER IN FUEL TANKS.
19920209006109I	LEFT ENGINE LOSING MANIFOLD PRESSURE. SHUT DOWN AND LANDED AT DESTINATION. UNABLE TO DUPLICATE PROBLEM.
19920209006509I	GEAR UNSAFE INDICATION. UNABLE TO LOWER NOSE GEAR. LANDED WITH NOSE GEAR RETRACTED.
19920209015809I	AIRCRAFT WAS POSITIONING FOR TAKEOFF ROLL WHEN RIGHT MAIN GEAR MALFUNCTIONED AND COLLAPSED.
19920209016359I	ENGINE LOST POWER ON APPROACH TO AIRPORT. FORCED LANDING IN A SMALL CLEARING.
19920209050049I	LOST ENGINE POWER. FORCED LANDING ON ISLAND. FOUND EXHAUST VALVE HAD FAILED.
19920210002329I	WHEN GEAR RETRACTED AFTER TAKEOFF THE SYSTEM FROZE. LANDED GEAR UP. INNER PINION BEARING OF ACTUATOR FAILED.
19920210002349A	LANDED TO LET LINEMAN OUT TO CHECK POWERLINE,SKIDS SANK IN SOFT GROUND. LEFT SKID GAVE WAY,HELICOPTER ROLLED OVER.
19920210002379A	ENCOUNTERED HEAVY FOG ON DOWNWIND. CONTINUED APPROACH SAW RUNWAY. LANDED LAST THIRD AND RAN OFF END.
19920210004769A	CRASHED DURING NIGHT IFR FLIGHT. WRECKAGE INDICATES UNCONTROLLED GROUND IMPACT. NO MECHANICAL ANOMALIES.
19920210014209A	PRACTICING DESCENT TO FLARE OVER FROZEN SNOW COVERED RESERVOIR. ENGINE FAILED RESPOND. LANDED IN DEEP SNOW.
19920211002359A	FLEW INTO GROUND ON ILS APPROACH. WAS BELOW DECISION HEIGHT. DENSE FOG IN AREA.
19920211002629A	STRUCK ROUGH GROUND NEAR A HIGHWAY WHILE HOVERING,UNABLE TO PROCEED DUE TO DENSE FOG. VFR FLIGHT NOT RECOMMENDED.
19920211002639A	LANDED DOWNWIND ON SFL THEN BEGAN GO AROUND. DRIFTED OFF RUNWAY. LOST POWER. HIT FENCE. CARBURETOR ICING PREVALENT.
19920211002659A	HELICOPTER CRASH LANDED ON APPROACH END OF RUNWAY.
19920211004229I	NOSE GEAR COLLAPSED ON ROLLOUT. SPRING ATTACHMENT FITTING ON TRUNNION BROKE OFF, DOWNLOCK PREVENTED EXTENSION.
19920211005349I	GEAR COLLAPSED AFTER LANDING. GEAR HANDLE BROKE OFF AT ATTACH POINT ON ACTUATOR.
19920211007189I	RIGHT MAIN BRAKE LOCKED UP ON LANDING ROLLOUT. AIRCRAFT VEERED OFF RUNWAY. NOSE GEAR HIT TAXIWAY LIP AND COLLAPSED.
19920211010769I	NOSE GEAR COLLAPSED ON LANDING ROLLOUT. FOUND THE ACTUATOR BEARING END HAD FAILED.
19920211011639I	UNABLE TO FULLY EXTEND NOSE GEAR. LANDED WITH GEAR PARTIALY DOWN. TRUNNION BEARING FAILED.
19920211011849I	ENGINE LOST POWER AFTER LIFT OFF,. LANDED ON SAME RUNWAY. DEPARTED END OF RUNWAY. FOUND 2 BADLY FOULED SPARK PLUGS.
19920211012089I	LEFT MAIN GEAR GREEN LIGHT DID NOT ILLUMINATE. MADE GO AROUND. ADJUSTED LIGHTS. LANDED SAFELY.
19920212004739A	LOCKED UP BRAKES ON ICE PATCH ON LANDING. AS WHEEL HIT DRY SPOT HOMEBUILT NOSED OVER.
19920212004979I	EXPERIENCED RUPTURE OF HOSE CARRYING WATER TO GALLEY FLOODING GALLEY AND COCKPIT. REPLACED HOSE.
19920212005379I	CABIN DOOR OPENED ON CLIMBOUT. DOOR WAS TORN FROM THE AIRCRAFT STRUCTURE. RETURNED AND LANDED SAFELY.
19920212005769A	IMPACTED TERRAIN ATTEMPTING TO FLY THROUGH MOUNTAIN PASS. LOW CEILING SNOW AND FOG IN PASS.VFR IN AREA BY AFTERNOON
19920212006499I	NR1 ENGINE FIRE WARNING ON DESCENT. SHUT ENGINE DOWN. LANDED SAFELY. NO FIRE. FAULTY FIRE DETECTION UNIT.
19920212006539I	LOUD NOISE ON GEAR RETRACTION. UNABLE TO EXTEND MOSE GEAR. LANDED GEAR UP.
19920212008529I	PILOT FORGOT TO LOWER LANDING GEAR. LANDED GEAR UP.
19920212046059A	LOST POWER WHILE FLYING LOW OVER LAKE IN IMC. DITCHED IN ICY WATER. BEARING OIL TUBE FOULED BY CLEANER IN OVERHAUL.
19920213002899A	CARBUETOR FLOAT STUCK IN OPEN POSITION. FLOODED ENGINE LOST POWER. STRUCK POWER LINE AND CRASHED ON FORCED LANDING.
19920213002909I	RUNWAY COVERED WITH ICE. BRAKING NIL. USED FULL REVERSE. ELECTED TO DEPART END OF RUNWAY. HIT SNOW BANK.
19920213002919A	STALLED AND IMPACTED RUNWAY DURING LANDING FLARE. HAD ICE BUILD UP ON AIRFRAME ACCUMULATED ON APPROACH.
19920213002929A	DESTINATION AND ALTERNATE AIRPORT BELOW MINIMUMS. ELECTED TO LAND IN SOFT FIELD. NOSED OVER. TWO HOURS FUEL IN TANK
19920213002939A	ENGINE QUIT ON SHORT FINAL. LANDING ON CITY STREET STRUCK TREES. FUEL TANKS WERE EMPTY.
19920213005749A	SECURED RIGHT ENGINE DUE SURGING. PROBLEM LEFT ENGINE. PILOT DISORIENTED. HIT MOUNTAIN. FUEL CONTROL.SHROUD DEFECT.
19920213007549I	FIRE VISIBLE OUT OF RIGHT ENGINE. FIRE BELL SOUNDED. RETURNED. LANDED SAFELY. REPLACED NR2 ENGINE.
19920213007729I	WHILE TAXIING ON RAMP AIRCRAFT BEGAN SLIDING ON ICE COATED SLOPING SURFACE. STRUCK PUSHBACK TUG.
19920213008489I	ENGINE FAILED EN ROUTE. FORCED LANDING ON HIGHWAY. FOUND CYLINDER AND PISTON HAD FAILED.
19920214002989A	DROPPED TO RUNWAY ON SHORT FINAL. THUNDERSTORM HAD JUST PASSED AIRPORT. BLAMED WINDSHEAR. QUARTERING TAILWIND.
19920214003009A	ENCOUNTERED WHITEOUT CONDITIONS AFTER DEPARTURE INTO FOG AND LOW CEILING. LOST CONTROL AND CRASH LANDED.
19920214003019A	REPORTED ENGINE QUIT. NOSED OVER IN MUD ON FORCED LANDING. ENGINE WAS RUN AFTER ACCIDENT. CAUSE POWER LOSS UNKNOWN.
19920214003089A	LOST CONTROL ON RNAV APPROACH. MODERATE CLEAR ICING IN AREA. AIRCRAFT NOT EQUIPPED FOR FLIGHT INTO ICING CONDITION
19920214003119A	UNABLE STOP ON ICY RUNWAY. TRIED GO AROUND END OF RUNWAY BUT SETTLED INTO ROUGH TERRAIN. NO NOTAMS ON RUNWAY ICING.
19920214006579I	HEARD NOISE AND RUDDER PEDALS MOVED FORWARD.RETURNED. FOUND NOSE GEAR STEERING LINKAGE ATTACHMENT BROKEN.
19920214006629I	LANDING GEAR MOTOR CIRCUIT BREAKER POPPED ON FINAL. MANUALLY LOWERED GEAR. LANDING GEAR COLLAPSED ON ROLLOUT.
19920214006649I	UNABLE TO RETARD THROTTLE ON DESCENT. LANDED WITH POWER. INSPECTION REVEALED DETERIORATED THROTTLE CABLE HOUSING.
19920214006729I	ON LANDING AIRCRAFT RAN OFF END OF RUNWAY. HIT A FENCE. RUNWAY WAS WET.
19920214007429I	LANDING GEAR COLLAPSED ON LANDING ROLLOUT. FIRE AND RESCUE STATED GEAR HANDLE WAS IN THE DOWN POSITION.
19920214008129I	LOSS OF ENGINE POWER IN FLIGHT. LANDED IN A FIELD. FAILED CONNECTING ROD IN NR2 CYLINDER.
19920214009889I	RUDDER LOCKED IN NEUTRAL WHILE FERRYING FOR REPAIRS. MANUALLY FREED IT. PILOT'S HANDS RECEIVED MINOR INJURY.
19920214010889I	ON TAKEOFF AIRCRAFT EXPERIENCED YAW AND BUFFETING. CONTINUED. ON LANDING FOUND NR1 ENGINE FORWARD COWL MISSING.
19920214015799I	PILOT STRUCK AN OUTER PERIMETER LANDING LIGHT WITH HIS TAILROTOR BLADE WHILE MAKING AN APPROACH TO A HELIPAD.
19920215002949A	LANDED IN FIELD DUE FUEL EXHAUSTION. REFULED. TRIED TAKEOFF DOWNWIND ROUGH TERRAIN. SETTLED. SHEARED LANDING GEAR.
19920215002959A	WING SPAR FAILED ON INITIAL SHARP PULLUP FOR A LOOP. PILOT BAILED OUT SAFELY. SPAR WEAKENED BY PRIOR OVERSTRESS.
19920215003069A	LOST CONTROL ON IFR MISSED APPROACH DUE PIC SPATIAL DISORIENTATION AND POSSIBLE FAILED GYRO. EXTREME WINDSHEAR.
19920215003109A	ENGINE LOST POWER ON TAKEOFF FROM SNOW COVERED FROZEN LAKE. TRIED TO TURN BACK AND IMPACTED LAKE. BUGS,ICE IN FUEL.
19920215003129A	GLIDER PITCHED UP ON AERIAL TOW. RELEASED, STALLED AND SPUN IN. TOW HITCH ON UNDERSIDE FOR AUTO TOWS ONLY.
19920215004601A	TURNING ONTO RUNWAY FOR TAKEOFF WAS STRUCK BY N64147 THAT WAS BACK TAXIING ON RUNWAY AND FAILED TO NOTE TRAFFIC.
19920215004602A	WHILE BACK TAXIING ON RUNWAY AFTER LANDING COLLIDED WITH N6544G THAT WAS TURNING ONTO RUNWAY TO DEPART.DIDN'T YIELD
19920215005449I	NR1 ENGINE COMPRESSOR STALLS AFTER TAKEOFF. RETURNED AND LANDED. FIRST STAGE FAN BLADES BENT FORWARD.
19920215005519I	LEFT GEAR SKI AND AXLE SEPARATED FROM LEG ON TAKEOFF. LANDED SAFELY AT LAKE HOOD STRIP.
19920215005759A	ENTERED IMC VFR,GOT VERTIGO,LOST CONTROL AND ENTERED WATER,MOVING BACKWARD. PILOT NOT IFR RATED. NO WX BRIEFING.
19920215006179A	DEMONSTRATING AUTOROTATION AND LANDING ON A LAKE. PITCHED FORWARD.RIGHT FLOAT DUG IN.HELICOPTER ROLLED ON ITS SIDE.
19920215006809I	NOTICED NOSE GEAR HAD SEPARATED FROM AIRCRAFT ON A TOUCH AND GO LANDING. LANDED WITH NOSE GEAR MISSING.
19920215007079I	PILOT STATED THE LANDING GEAR COLLAPSED ON LANDING ROLLOUT.
19920215008669I	ENGINE QUIT ON INITIAL CLIMB. ATTEMPTED TO RETURN TO RUNWAY. LANDED ON FIELD. FOUND WATER IN BOTH FUEL TANKS.
19920215012829I	ENCOUNTERED ICING EN ROUTE. ELECTED TO MAKE EMERGENCY LANDING BUT ICE BROKE OFF. RETURNED. PILOT ADVISED OF ICING.
19920215013459I	ENGINE MALFUNCTION. MADE AN OFF AIRPORT LANDING. FOUND FOREIGN MATTER IN FUEL VENT LINE. RESTRICTED FUEL FLOW.
19920215015679I	ON PRACTICE NR2 ENGINE FAILURE TAKE OFF PASSENGER ACCIDENTLY FEATHERED NR1 ENGINE. LOST CONTROL. VEERED OFF RUNWAY.
19920216002979A	LOST RIGHT ENGINE ON LIFTOFF. YAWED TO RIGHT LANDED ON GRASS. COLLAPSED GEAR. ENGINE DRIVEN FUEL PUMP SHAFT FAILED.
19920216003029A	ENGINE QUIT, MADE A FORCED LANDING.
19920216003049I	STUDENT PILOT ON A SOLO CROSSCOUNTRY FLIGHT MADE A HARD CROSSWIND LANDING. NOSE WHEEL COLLAPSED.
19920216003079A	HIGH CYL TEMP. LOW OIL PRESSURE. DIVERTED HLG. VOR APPROACH. BROKE OUT. BANKED STEEPLY. STALLED. AIRFRAME ICED UP.
19920216003099A	FLEW INTO SIDE OF CLOUD-OBSCURED MOUNTAIN. REGULAR PILOT REFUSED TRIP BECAUSE OF WEATHER CONDITIONS.
19920216003159A	LOST CONTROL AND CRASHED TRYING TO LAND IN NEAR ZERO IMC. TOOK AIRCRAFT IMPOUNDED BY US MARSHAL.
19920216004489I	PILOT FAILED TO FULLY EXTEND LANDING GEAR. GEAR COLLAPSED ON ROLLOUT.
19920216004839A	STRUCK POWERLINE THAT WAS EXTENDED OVER A RIVER. FELL INTO RIVER AND SANK.
19920216004929A	LANDED ON SNOW COVERED U S FOREST SERVICE EMERGENCY STRIP AND NOSED OVER.
19920216005459I	ENGINE LOST POWER AND EGT HIGH. SHUT ENGINE DOWN AND RETURNED TO SYRACUSE. LANDED SAFELY. FOUND INTERNAL DAMAGE.
19920216005909I	STUDENT PILOT WHILE MANEUVERING NEXT TO HANGAR STRUCK A SUPPORTING POST FOR HANGAR DOOR.
19920216006549I	UNABLE TO FULLY RETRACT OR EXTEND NOSE GEAR. LANDED WITH GEAR PARTIALLY DOWN. SLID TO A STOP.
19920216006669I	ENGINE QUIT EN ROUTE. FORCED LANDING IN FIELD. FOUND FUEL TANKS EMPTY.
19920216006689I	PILOT STATED HE GOT THE NOSE TOO HIGH AND STALLED THE AIRCRAFT ON TAKEOFF.
19920216007169I	ALMOST LANDED GEAR UP ON A SIMULATED ENGINE FAILURE. PROPS STRUCK RUNWAY. MADE GO AROUND. LANDED SAFELY.
19920216010699I	LANDED LONG AND FAST. GEAR RETRACTED ON TOUCHDOWN. RAISED NOSE AND GEAR EXTENDED AND LOCKED. LANDED SAFELY.
19920216012049I	MAIN LANDING GEAR COLLAPSED ON LANDING ROLLOUT.
19920216030429I	AIRCRAFT DEPARTED LEFT SIDE OF RUNWAY ON LANDING ROLLOUT.
19920216040189A	LOST POWER EN ROUTE. STRUCK A TREE LANDING ON A ROAD AT NIGHT. FOUND WATER IN THE FUEL.
19920217002969A	LOST DIRECTIONAL CONTROL LANDING IN CROSSWIND. GROUND LOOPED. BLAMED WIND GUST.
19920217002999A	RAN OUT OF FUEL 15 MILES FROM AIRPORT ON CROSSCOUNTRY FLIGHT. LANDED IN FIELD,COLLAPSED NOSE GEAR.
19920217004749A	AIRCRAFT BLOWN OVER WHILE TAXIING TO RAMP. UNEXPECTED AND UNFORECAST SEVERED WIND GUST.
19920217005369I	PILOT LANDED AIRCRAFT WITH THE LANDING GEAR RETRACTED.
19920217006019I	UNSAFE GEAR LIGHT ON TAKEOFF. NOSE GEAR TURNED AND NOT FULLY RETRACTED. LANDED WITH MINIMAL DAMAGE.
19920217007249I	APPEARS STUDENT PILOT HAD HIS FEET ON THE BRAKES BEFORE TOUCHDOWN. BLEW TWO TIRES ON ROLLOUT.
19920217008339I	VERTICAL FIN AND TAIL ROTOR STRUCK SAFTEY FENCE WHILE LANDING ON PLATFORM. HIGHER RATE OF CLOSURE THAN NORMAL.
19920217008499I	NR2 ENGINE CORE COWLING SEPARATED FROM AIRCRAFT ON LANDING. COWLING RECOVERED BY CFR.
19920218003139A	STRUCK TREES ON ILS APPROACH TO RUNWAY. HAD FLOWN BELOW DH 1 MILE FROM AIRPORT. RADAR SLOWS PILOT CHASING LOCALIZER
19920218004589I	PILOT SAW DOOR NOT SECURED ON CLIMB. RETURNED. LANDED GEAR UP. DID NOT CHECK GEAR. GEAR HORN NOT HEARD.
19920218004699I	ENGINE FAILED ON TEST FLIGHT. MADE AUTOROTATION INTO A FIELD. FOUND A DESIGN FLAW IN FUEL MANIFOLD SYSTEM.
19920218004889I	NR1 HYDRAULIC SYSTEM FAILED AFTER ROTATION. RETURNED. FOUND A HYDRAULIC LEAK AT TEMPORARY LINE IN RIGHT WING.
19920218005969I	NOSE GEAR COLLAPSED WHILE TURNING OFF RUNWAY.
19920218006049I	NR2 ENGINE QUIT ON ROTATION. RETURNED AND LANDED SAFELY. THE HYDRO MECHANICAL UNIT HAD FAILED.
19920218006819I	FORWARD RIGHT OUTER WINDOW SEPARATED AND STRUCK PROPELLER. RIGHT ENGINE FLAMED OUT. LANDED WITH ENGINE FEATHERED.
19920218007109I	GEAR UP LANDING. PILOT STATED HE PLACED GEAR HANDLE IN DOWN POSITION. DID NOT CHECK TO SEE IF GEAR WAS DOWN.
19920218009519I	LEFT MAIN GEAR COLLAPSED ON LANDING ROLLOUT. BOLT FAILED.
19920218009759I	RIGHT FORWARD CABIN WINDOW OUTER PANE BROKE AT CRUISE ALTITUDE. DESCENDED TO A LOWER ALTITUDE. CONTINUED FLIGHT.
19920218011859I	ENGINE MALFUNCTION. FORCED LANDING AT CLOSED AIRPORT. STRUCK PILE OF GRAVEL. FUEL STARVATION. FUEL VENT FOULED.
19920219003169A	STRUCK 30 FOOT CHANNEL MARKER 15 FEET ABOVE WATER ON CLIMBOUT. BLAMED SUN IN EYES HID MARKER.
19920219004499I	RIGHT ENGINE DID NOT RESPOND TO THROTTLE ON CLIMB. SHUT DOWN. RETURNED. TURBINE GOVERNOR HAD MALFUNCTIONED.
19920219004909I	ENGINE OIL QUANTITY READ ZERO. SHUT DOWN. RETURNED. RIGHT REAR TIRES DEFLATED DUE OVERHEATED BRAKES ON STOPPING.
19920219005399I	PILOT LOST DIRECTIONAL CONTROL OF AIRCRAFT ON ROLLOUT. CAUSED A GROUND LOOP.
19920219005639I	NOSE SHOWED AN UNSAFE GEAR INDICATION ON APPROACH. LANDED SAFELY. NOSE GEAR DOWN LOCK SWITCH OUT OF ADJUSTMENT.
19920219006039I	LEFT BRAKE FAILED ON LANDING ROLLOUT. DEPARTED END OF RUNWAY. LEFT BRAKE MASTER CYLINDER HAD FAILED.
19920219006519I	STUDENT LOCKED BRAKES ON ROLLOUT. INSTRUCTOR UNABLE TO GET STUDENT TO RELEASE THEM. PROPELLER STRUCK RUNWAY.
19920219006719I	ENGINE ROUGH IN FLIGHT. FORCED LANDING AT LONDON. FOUND NR3 CYLINDER HAD COME LOOSE.
19920219056389I	RIGHT MAIN LANDING GEAR COLLAPSED ON LANDING. WITNESS DID NOT THINK GEAR BROKE OFF UNTIL AIRCRAFT WAS OFF RUNWAY.
19920220003229A	VEERED OFF ICY RUNWAY ON LANDING. SLID SIDEWAYS THRU 2 SNOWBANKS COLLAPSING LEFT MAIN GEAR. DAMAGE PROPS AND WING.
19920220003239A	SLOW ACCELERATION ON TAKEOFF ROLL. FAILED TO ABORT. RAN OFF INTO FENCE AND BERM. SOD RUNWAY WET AND SOFT.
19920220003249I	NOSE GEAR COLLAPSED ON LANDING ROLLOUT. DOWN LOCK LINK HAD BROKEN AWAY WHICH ALLOWED THE DRAG LINK TO UNLOCK.
19920220003259A	HIGH SINK RATE ON FINAL UNCHECKED CAUSED IMPACT SHORT OF RUNWAY. WENT AROUND PRIOR DUE UNKNOWN PROBLEM.
19920220003409A	REPORTED SUDDEN WIND GUST BLEW 150 OFF SIDE OF RUNWAY ON FLARE FOR LANDING. NOSE GEAR COLLAPSED IN SOFT GROUND.
19920220007069I	TOTAL ELECTRICAL FAILURE. FORCED LANDING AT MILWAUKEE. FOUND BATTERY DEAD DUE TO A DEFECTIVE VOLTAGE REGULATOR.
19920220011409I	REAR GALLEY FIRE EN ROUTE.SHUT OFF POWER.USED HALON BOTTLE. FLIGHT ATTENDANT BURNED FINGER TIPS. CONTINUED FLIGHT.
19920220011579I	AIRCRAFT ON FILMING RUN. HIT SMALL UNMARKED ELECTRICAL WIRES. FLEW BACK TO AIRPORT AND LANDED SAFELY.
19920220012429I	PILOT ON VFR FLIGHT ADVISED ATC HE WAS IN BETWEEN CLOUD LAYERS.REQUESTED ASSISTANCE TO RETURN. SAFE LANDING.
19920220017029I	GEAR COLLAPSED ON LANDING. WEAK BATTERY AND DEFECTIVE VOLTAGE REGULATOR CAUSED GEAR TO NOT COMPLETE CYCLE OR LOCK.
19920221003279A	ENGINE QUIT EN ROUTE. SMOKE IN CABIN NOSED OVER ON FORCED LANDING. FOUND A BROKEN CRANKSHAFT.
19920221003451A	ON FLIGHT WATCH SAW N6988V ON RIGHT SIDE. TRIED AVOID BUT LEFT WING HIT ITS UNDERSIDE. ATC REPORTED TARGET NOT SEEN
19920221003452A	ON CLIMB TO CRUISE SAW N738YY ON LEFT. TRIED TO AVOID BUT UNDERSIDE COLLIDED WITH HIS LEFT WING.NOT OBSERVED BY ATC
19920221004039A	STUDENT LANDED 100 FEET SHORT OF RUNWAY ON HARD SNOW AND NOSED OVER. BLAMED HIGH SINK RATE ON FINAL.
19920221005959I	STUDENT ON THIRD SOLO FLIGHT LOST DIRECTIONAL CONTROL ON A TOUCH AND GO TAKEOFF. VEERED OFF RUNWAY INTO A DITCH.
19920221009039I	LOST ENGINE POWER AFTER TAKEOFF. FORCED LANDING IN FARM FIELD.
19920221010069I	NOSE GEAR COLLAPSED ON LANDING ROLLOUT. FOUND NOSE GEAR LIMIT SWITCH WAS OUT OF ADJUSTMENT.
19920222003309A	OBSERVED TO BANK TO RIGHT.ENGINE QUIT AND AIRCRAFT WENT INTO STALL SPIN. FUEL SELECTOR ON EMPTY TANK. FUEL IN OTHER
19920222003379A	LOST PARTIAL POWER ON TAKEOFF. MADE 180 TO LAND REVERSE DIRECTION. OVERSHOT. TRIED GO AROUND. CRASHED OFF AIRPORT.
19920222003419A	STALLED CIRCLING AREA ON PHOTO FLIGHT. RECOVERED BUT UNABLE CLEAR TREES. NO CHECKOUT IN TYPE OR BRIEF ON STALLSPEED
19920222003489A	ENGINE THREW CONNECTING ROD THROUGH ENGINE CASE. TRIED LAND ON I40. OIL ON WINDSHEILD. M8611 BULLETIN NOT COMPLIED.
19920222005899I	SMOKE IN CABIN WHILE TAXIING TO GATE. SHUT DOWN ENGINES. FIRED BOTTLES. EVACUATED ON TAXIWAY. NO FIRE.
19920222006029I	PILOT REPORTED LOSS OF GYRO INFORMATION ON CLIMB. RETURNED. FOUND A PARTIALLY STUCK HSI KNOB. UNIT REPLACED.
19920222006709I	RIGHT BRAKE LOCKED ON TAKEOFF ROLL. AIRCRAFT VEERED OFF RUNWAY. CAME TO REST IN A SNOW BERM.
19920222006779I	AIRCRAFT LANDED GEAR UP. PILOT STATED HE FAILED TO PUT THE LANDING GEAR SELECTOR HANDLE IN THE DOWN POSITION.
19920222007159I	DURING LANDING AT CONFINED MOUNTAIN SITE MAIN ROTOR BLADES STRUCK TREES. ABORTED AND LANDED ELSEWHERE.
19920222007369I	CANOPY OPENED ON TAKEOFF. ATTEMPTED TO CLOSE IT. LOST CONTROL. STALLED. LEFT GEAR STRUCK RUNWAY. NOSED OVER.
