c5	remark
19821005060819I	PILOT MADE AN EMERGENCY LANDING ON A PARKWAY WHEN ENGINE FAILED.
19821005060899I	WIND SHIFT CAUSED BALLOON TO STRIKE A CROSS ARM ON A POWER POLE WHILE LANDING.
19821005060979I	PILOT LANDED GEAR UP. USED CHECKLIST BUT DELAYED GEAR EXTENSION DUE TO LETTING COLD AIR IN COCKPIT, THEN FORGOT IT.
19821005061179A	ENGINE BACKFIRED, LOST POWER ON TAKEOFF. LANDED OFF AIRPORT, NOSED OVER. WATER SHORTED OUT MAGNETOS.
19821005062869I	GEAR FAILED TO RETRACT AFTER HARD LANDING DAMAGED. PROCEEDED GEAR DOWN. NOSE GEAR COLLAPSED AFTER LANDING.
19821005069229I	ENGINE RPM STARTED DECAYING. OIL AND CYLINDER HEAD TEMPERATURE INCREASING. REPLACED MAGNETO. BENDIX 1D3000.
19821006051519A	DEPARTED ON IFR FLIGHT WITH A BROKEN VACUUM PUMP. ENTERED AREA OF THUNDERSTORMS. AIRFRAME FAILURE OCCURRED.
19821006051529A	MAIN ROTOR STRUCK CABIN AND SEPARATED ROTOR SYSTEM IN FLIGHT. NO MECHANICAL DEFECTS. EVIDENCE OF MAST BUMPING.
19821006051549A	OVER FLEW DESTINATION DUE TO HAZE. RAN OUT OF FUEL PRIOR TO LOCATING DESTINATION. CARTWHEELED ON FORCED LANDING.
19821006051599A	EXHAUSTED FUEL ON TOP OF OVERCAST. CRASHED DURING EMERGENCY LANDING AFTER LET DOWN THROUGH CLOUDS.
19821006055549I	PILOT COLLIDED WITH A PARKED AIRCRAFT WHILE TAXIING ON AN UNCONTROLLED PORTION OF RAMP.
19821006057249I	LOST ELECTRICAL POWER ON NIGHT FLIGHT. LANDED BY LIGHT SIGNALS. ALTERNATOR FAILURE.
19821006057709I	ENGINE QUIT DURING AG TRAINING. BROKE BUNGEE CORDS ON LANDING. MUFFLER BAFFLE CAME LOOSE, BLOCKED EXHAUST SYSTEM.
19821006058339I	TOTAL ELECTRIC FAILURE. WAS ABLE TO GET A NAV RADIO WORKING. MADE EMERGENCY ILS APPROACH. CAUSE UNDETERMINED.
19821006059789I	WING TIP SCRAPED A CHAIN LINK FENCE WHILE TAXIING TO A PARKING SPACE.
19821006060149I	ENGINE OIL PRESSURE GAUGE STARTED TO FLUCTUATE. ENGINE FLAMED OUT. AIRCRAFT SANT AFTER WATER LANDING IN HIGH SEAS.
19821006061239I	RETURNING TO AIRPORT AFTER ENCOUNTERING THUNDERSTORMS PILOT ALLOWED PROPELLER TO HIT RUNWAY. BLAMED CROSSWIND.
19821006061469A	RIGHT ENGINE RPM DETERIORATED TO IDLE SPEED. FOUND ENGINE FUEL CONTROL UNIT HAD FAILED.
19821006063099I	ENGINE LOST POWER ON BANNER TOW. LANDED IN A CITY PARK. CARBURETOR HEAT CONTROL HOUSING LOOSE. CARBURETOR ICE.
19821006063319I	PILOT STRUCK A FENCE WHILE TAXIING FROM GATE. 50 FEET OF FENCE KNOCKED DOWN.
19821006063839I	BELOW GLIDE SLOPE ON LANDING. FOUND STICKING ALTIMETER. RADIO PROBLEMS.
19821006065469I	POWER AND OIL PRESSURE LOSS AND SMOKE IN CABIN. LANDED SHORT OF RUNWAY. HOLE BURNED IN PISTON FROM TOO LEAN MIXTURE
19821006065789I	ENGINE LOST POWER ON TAKEOFF CLIMB. LANDED IN A PLOWED FIELD. ENGINE PROBLEM NOT DETERMINED.
19821006066649I	FIRE WARNING IN NOSE BAGGAGE AREA. CREW USED FIRE BOTTLE. LIQUID BACKED INTO COCKPIT. NOZZLES DID NOT FIT FIREPORTS
19821006070789I	NOSE GEAR FAILED TO LOCK DOWN. COLLAPSED ON LANDING. BEAM ASSEMBLY IN HYDRAULIC SYSTEM HAD SEIZED.
19821007051629A	PILOT LOST CONTROL OF AIRCRAFT DURING TOUCH AND GO LANDING, AIRPLANE FLIPPED INVERTED.
19821007051699A	UNABLE TO NEGOTIATE A CURVE WHILE LANDING ON A ROAD. TRIED TO GO-AROUND WITH FULL FLAPS, SETTLED IN AND NOSED OVER.
19821007051969A	AIRCRAFT TOUCHED DOWN SHORT OF RUNWAY DURING SIMULATED EMERGENCY LANDING.
19821007051989A	GONDOLA BOUNCED OFF A FENCE AND CAUGHT ON A ROOF WHILE LANDING IN GUSTY SURFACE WINDS DURING A BALLOON FIESTA.
19821007054389A	USED TOO MUCH BRAKE TRYING TO MAINTAIN DIRECTIONAL CONTROL ON LANDING ROLL. NOSED OVER. INVALID MEDICAL CERTIFICATE
19821007054459A	
19821007054689A	LOST CONTROL WHILE LANDING BEHIND A DEPARTING AIRCRAFT. THE AIRCRAFT GROUND LOOPED AND COLLAPSED THE LEFT GEAR.
19821007054809A	CRASHED INTO TREES ON PULL UP FROM A SPRAY RUN. PILOT STATES A SUDDEN WIND GUST CAUSED A DOWNDRAFT.
19821007055469I	LEVELED OFF TOO HIGH ON LANDING. LANDED HARD, NOSE DOWN, SHEARED OFF NOSE WHEEL FORK.
19821007061859I	PILOT LANDED WITH GEAR UP. INVESTIGATION REVEALED FLAP/GEAR WARNING SWITCH WAS INOPERATIVE.
19821007063139I	LANDED IN A CRAB ANGLE, LEFT MAIN GEAR COLLAPSED. BELL CRANK HAD A HAIRLINE CRACK.
19821007067129I	SURVIVORS FOUND FLOATING ON BALES OF MARIJUANA WHICH, ACCORDING TO THEM, FLOATED BY. BELIEVED TO BE A DRUG FLIGHT.
19821008051869A	NON INSTRUMENT RATED PILOT FLEW INTO MOUNTAIN AT 3000 FOOT ELEVATION DURING CRUISE FLIGHT IN CLOUDS.
19821008051949A	AIRCRAFT CRASHED INTO HILL ALONG LOCALIZER PATH TO AIRPORT IN VERY ADVERSE WEATHER CONDITIONS.
19821008052139A	AFTER ELECTRICAL FAILURE PILOT FAILED TO DETERMINE GEAR WAS DOWN AND LOCKED. GEAR COLLAPSED AT TOUCHDOWN.
19821008052299A	TOO LONG ON LANDING ON PRIVATE STRIP. BEGAN BELATED GO-AROUND. STRUCK A GRAPE ARBOR AT END OF RUNWAY. FLIPPED OVER.
19821008053129A	AIRCRAFT CRASHED ON DARK NIGHT IN DENSELY WOODED AREA. NO MECHANICAL PROBLEMS FOUND DURING INVESTIGATION.
19821008053169A	THE ENGINE SPUTTERED ON TAKEOFF. THE AIRCRAFT RAN OFF THE RUNWAY DURING ABORT. THE FUEL SELECTOR WAS MISPOSITIONED.
19821008054789A	PROCEEDED VFR INTO IMC. LOST CONTROL OF AIRCRAFT. FORECAST WEATHER FOR BLIZZARD CONDITION. NO WEATHER BRIEFING.
19821008056339A	PILOT ATTEMPTED TAKEOFF FROM SNOW COVERED MOUNTAIN STRIP. COULD NOT MAINTAIN DIRECTIONAL CONTROL DUE TO SNOW.
19821008059909I	WHILE WATCHING LINEMAN DURING TAXI TO PARK,A WING STRUCK A PARKED AIRPLANE.
19821008060159A	LOST POWER AFTER TAKEOFF. CRASH LANDED IN DESERT OFF AIRPORT. BINDING THROTTLE MIXTURE CONTROL SHAFT LEANED MIXTURE
19821008062119I	UNFAMILIAR WITH NIGHT OPERATION. FLARED LATE ON LANDING. DAMAGED PROPELLER AND FUSELAGE SKIN.
19821008062879I	STRUCK A PARKED AIRCRAFT WITH LEFT WING WHILE TAXIING TO A TEE HANGAR.
19821008063059I	LOST DIRECTIONAL CONTROL AND RAN OFF RUNWAY. CROSSWIND EXCEEDED PILOT AND AIRCRAFT CAPABILITY.
19821008064809I	INTERMITTENT GREEN GEAR DOWN LIGHT. VERIFIED GEAR DOWN BY TOWER. LANDING NORMAL. BROKEN WIRE ON LIMIT SWITCH.
19821008065359I	NOSE WHEEL COLLAPSED ON LANDING ROLL. NO GEAR DEFECTS FOUND. POSSIBLE INADVERTENT RETRACTION.
19821008065379I	FAILED TO USE LANDING CHECKLIST OR VISUAL CHECK OF GEAR. LANDED GEAR UP.
19821008066109I	UNSAFE GEAR ON FINAL WITH NOSE GEAR UP. EXTENDED MANUALLY FOR LANDING. CANNON PLUG TO GEAR VALVE SHORTED.
19821008066369I	SMOKE AND ODOR FROM CIRCUIT BREAKER PANE. AFTER LANDING FOUND SHORTED GRAIN OF WHEAT LAMP.
19821008067249I	BOUNCED ON LANDING. WENT AROUND. FOUND PROPELLER TIPS BENT AFTER LANDING.
19821009051939A	BROKE OUT OVER RUNWAY ON NDB APPROACH. TOO CLOSE TO CIRCLE. MADE SKIDDING TURN TOO STEEP. STALLED. DIVED TO GROUND.
19821009052009A	STUDENT PILOT MADE HARD LANDING, BOUNCED AND AIRCRAFT WENT OFF RUNWAY. COLLAPSED NOSE GEAR.
19821009052099A	OVERSHOOTING RUNWAY, TRIED A GO-AROUND LATE. AIRPLANE SETTLED INTO A WHEATFIELD AND NOSED OVER.
19821009052119A	STUDENT PILOT LOST DIRECTIONAL CONTROL DURING LANDING.
19821009052129A	LEVELED OFF TOO HIGH LANDING IN GUSTY WIND. IMPACT WITH RUNWAY DAMAGED NOSE WHEEL, AIRCRAFT VEERED OFF RUNWAY.
19821009052179A	AIRCRAFT HIT HEAVY JET WAKE TURBULENCE ON CLIMBOUT. CHECK PILOT PASSENGER HIT THE CEILING. SUFFERED A NECK INJURY.
19821009052719A	PILOT INADVERTENTLY RAISED THE GEAR DURING GROUND TAXI.
19821009054339A	LOST A PROPELLER BLADE ON INITIAL TAKEOFF RUN. STOPPED ON RUNWAY. ENGINE TWISTED IN MOUNTS. FATIGUE FAILURE.
19821009054839A	LANDED WITH QUARTERING TAILWIND. A STRONG GUST FORCED AIRCRAFT OFF RUNWAY INTO A DITCH. LOST NOSE GEAR,NOSED OVER.
19821009057139I	HAND PROPPED ENGINE. THROTTLE CREPT WIDE OPEN AFTER STARTING, AIRPLANE BROKE TIEDOWNS,  WENT THRU A FENCE AND DITCH
19821009060929I	ABORTED TAKEOFF WHEN CREW OBSERVED EXCESSIVE OIL TEMPERATURE AND PRESSURE ON LEFT ENGINE. RUPTURED FUEL OIL COOLER.
19821009061319I	DEVELOPED STRONG ENGINE VIBRATION. SHUT ENGINE OFF. FOUND TRAILING EDGE CANTILEVER HAD CAME OFF PROPELLER.
19821009061709I	RAISED LANDING GEAR SWITCH ON TAKE OFF ROLL INSTEAD OF FLAP SWITCH. PROPELLER BLADES TOUCHED RUNWAY ON LIFT OFF.
19821009061839I	LOST CONTROL OF AIRCRAFT ON GUSTY WIND TAKEOFF. USED TOO MUCH BRAKE, NOSED OVER.
19821009062059I	LEVELED OFF TOO HIGH, SINK RATE INCREASED. HARD LANDING COLLAPSED GEAR.
19821009063269I	PILOT GROUND LOOPED AIRCRAFT DURING LANDING.
19821009063279I	PILOT HIT A POST ON LANDING ROLLOUT. POST LOCATED 27 FEET FROM CENTERLINE. POST HIDDEN BY SAGEBRUSH.
19821009065729I	FOUND MID FIELD TAXIWAY CLOSED, USED POWER TO END OF RUNWAY. RAN OFF INTO REIL LIGHTS. NO AIRCRAFT CERTIFICATES.
19821009066099I	ENGINE QUIT ON A SWATH RUN. STRUCK TAIL ROTOR ON LANDING. FUEL TANK EMPTY. FUEL GAUGE HAD A 22 PER CENT ERROR.
19821009066209I	AT AIRSHOW ENGINE QUIT AND PILOT STALLED AIRCRAFT AT AN ALTITUDE OF 15 FEET, FUEL OUTLET UNCOVERED DUE TO LOW FUEL.
19821009066619I	STUDENT INADVERTENTLY RETRACTED THE LANDING GEAR ON THE LANDING ROLL.
19821009068759I	RIGHT MAIN GEAR COLLAPSED UPON TOUCHDOWN. AIRCRAFT DEPARTED RUNWAY ON RIGHT SIDE.
19821010051889A	STRUCK A POWERLINE  AND CRASHED INTO RIVER WHILE FLYING OVER RIVER AT 20 TO 30 FEET OFF THE WATER.
19821010051899A	AIRCRAFT WAS OBSERVED LOW AND SLOW IN TRAFFIC PATTERN AND THEN ENTERING SPIN TO RIGHT AND CRASHING.
19821010052019A	PILOT FELT JOLT DURING LIFT OFF, THEN DECAYING ROTOR RPM. CRASH OCCURRED DURING AUTOROTATION.
19821010052039A	STRUCK TREES WHILE FLYING LOW TO PHOTOGRAPH SCENERY. RISING TERRAIN UNNOTICED UNTIL TO LATE TO AVOID A COLLISION.
19821010052069A	PILOT CLAIMS ENGINE SUDDENLY STOPPED ABOUT 200 FEET AGL AFTER TAKEOFF. CRASH OCCURRED DURING EMERGENCY LANDING.
19821010052089A	BOUNCED AND PORPOISED ON LANDING. IMPACT COLLAPSED THE NOSE GEAR AND DAMAGED THE FIREWALL.
19821010052149A	CAUGHT IN A DOWNDRAFT AND SUDDEN GUSTY WIND, BALLOON STRUCK POWERLINES. PASSENGERS AND PILOT JUMPED FROM 20 FEET.
19821010054449A	STRUCK TREES ON GO AROUND. CRASHED AND BURNED. FAILED TO USE FULL POWER ON GO AROUND DUE NOISE ABATEMENT PROGRAM.
19821010055719A	CANOPY TORE OFF AND SEPARATED FROM AIRCRAFT. DURING HARD LANDING AIRCRAFT SUBSTAINED SUBSTANTIAL DAMAGE.
19821010055729A	STUDENT PILOT MADE HARD LANDING RESULTING IN THE NOSE WHEEL BREAKING OFF.
19821010059399I	PILOT LOST DIRECTIONAL CONTROL ON ROLLOUT AND GROUND LOOPED.
19821010059769I	TOO LOW AND SLOW ON FINAL. AIRCRAFT STALLED ON LEVEL OFF AND IMPACTED GROUND SHORT OF RUNWAY.
19821010060411A	AIRCRAFT COLLIDED WITH N21950 DURING TAKE OFF RUN.   HUMP IN MID-FIELD PREVENTED VIEW OF OPPOSITE END OF RUNWAY.
19821010060412A	AIRCRAFT COLLIDED WITH N8465Y DURING TAKEOFF RUN. . HUMP IN MID FIELD PREVENTED PILOTS FROM SEEING OPPOSITE END.
19821010061359I	PILOT GIVING DUAL INSTRUCTION TO STUDENT LANDED GEAR UP.
19821010065129I	LANDING GEAR COLLAPSED ON LANDING ROLLOUT. CAUSE OF RETRACTION NOT DETERMINED.
19821010065139I	LEFT WHEEL PULLED TO LEFT ON TAKEOFF. ABORTED TAKEOFF. RAN OFF RUNWAY. MALFUNCTION IN BRAKE ASSEMBLY.
19821010065369I	LOST PARTIAL POWER. LANDED ON A ROAD. AIRCRAFT WAS STRUCK BY A AUTO. MUFFLER OUTLET FLANGE FAILED. BLOCKED AIR.
19821010066599I	UNABLE TO EXTEND THE LEFT MAIN LANDING GEAR. LANDED GEAR UP. LOOSE BOLT IN GEAR DOOR MECHANISM JAMMED LANDING GEAR.
19821010066969A	STRUCK TREES ON RISING GROUND DURING NIGHT TAKEOFF FROM UNLIGHTED STRIP.
19821010068989I	ENGINE LOST POWER ON LOCAL FLIGHT EMERGENCY LANDED NEAR AIRPORT. #5 CYLINDER EXHAUST VALVE FAILED.
19821010070759I	LANDED ON A WEED OVERGROWN RUNWAY UNSAFE GEAR AFTER TAKEOFF WEEDS JAMMED GEAR WHICH COLLAPSED ON LANDING.
19821011051859A	AIRCRAFT WAS OBSERVED IN SHALLOW DESCENT UNTIL IT CRASHED INTO GROUND.
19821011051959A	STALLED AND SPUN IN DURING LOW LEVEL STEEP TURN OVER A RESIDENTIAL AREA. PILOTS STUDENT PERMIT HAD BEEN REVOKED.
19821011052169A	PILOT HAND PROPPED AIRCRAFT WITH NO ONE AT CONTROLS. AIRCRAFT CRASHED INTO ANOTHER AIRCRAFT PARKED NEARBY.
19821011054659A	LEFT MAIN LANDING GEAR ASSEMBLY COLLASPED DURING TAXI.
19821011054679A	LANDED GEAR UP FROM A PRACTICE ILS APPROACH. FAILED TO USE CHECKLIST.
19821011055689A	PILOT ALLOWED AIRCRAFTS LEFT WHEEL TO DROP INTO CONSTRUCTION HOLE OFF SIDE OF RUNWAY CAUSING LOSS OF CONTROL.
19821011057289I	BOUNCED ON LANDING, IMPACT BROKE OFF NOSE WHEEL.
19821011066959A	LANDING WAS ATTEMPTED WHEN CROSSWIND COMPONENT EXCEEDED AIRCRAFT LIMITATION, CRASHED INTO DITCH OFF SIDE RUNWAY.
19821012052159A	ENGINE QUIT DURING HOVERING AT 50 FEET ALTITUDE. INSUFFICIENT ALTITUDE FOR AUTOROTATION.
19821012052189A	TOO LOW ON APPRAOCH IN GUSTY WIND DOWNDRAFT FORCED AIRPLANE IN WIRES NEAR APPROACH END OF RUNWAY.
19821012052199A	DURING PIPELINE PATROL PILOT ATTEMPTED TURN AT SLOW AIRSPEED AND STALLED AIRCRAFT CAUSING CRASH.
19821012052679A	PILOT SMELLED GAS FUMES DURING TAXI, STOPPED TO INVESTIGATE  WHEN AIRCRAFT BROKE OUT IN FLAMES.
19821012052739A	AIRCRAFT BECAME MISSING ON NIGHT OCEAN FLIGHT. FOUND PIECES OF WRECKAGE. INDICATED IMPACTED WATER AT HIGH SPEED.
19821012054349A	AIRCRAFT HIT LOG BOOM AFTER BOUNCING DURING HARD LANDING.
19821012057499I	IN HASTE TO CLEAR RUNWAY, RETRACTED LANDING GEAR IN PLACE OF FLAPS.
19821012058939I	ATTEMPTING A HOVERING AUTOROTATION FROM AN ALTITUDE OF THREE FEET, PILOT ALLOWED TAIL ROTOR TO STRIKE THE GROUND.
19821012061939I	ASSYMETRICAL THRUST ON TAKEOFF. RAN OFF RUNWAY. RIGHT PROPELLER WAS IN START LOCKS. NOSE WHEEL STEERING RESTRICTION
19821012063159I	LANDED TOO LONG AND FAST, FAILED TO GO-AROUND, RAN OFF END OF RUNWAY.
19821012065149I	ENGINE QUIT ON TAKEOFF, LANDED ON END OF RUNWAY AND NOSED UP. IMPROPERLY REGROUND CRANKSHAFT BROKE.
19821012065619I	OPERATOR TOLD PILOT THAT HE HIT HIS AUTO IN GROUND TRAFFIC LANE. PILOT STATED PLANE WAS ON CENTERLINE OF TAXIWAY.
19821013052699A	WAS STRUCK BY A GROUND SAFETY VEHICLE WHILE HOLDING SHORT OF THE ACTIVE RUNWAY.VEHICLE DRIVER DID NOT SEE AIRCRAFT
19821013052879A	RIGHT ENGINE MALFUNCTIONED DURING TAKEOFF. RUNWAY WAS TOO SHORT TO STOP. AIRCRAFT UNABLE TO CLIMB ON ONE ENGINE.
19821013052899A	STUDENT PILOT LOST DIRECTIONAL CONTROL DURING CROSS WIND LANDING.
19821013058029I	RIGHT LANDING GEAR COLLAPSED ON LANDING. FOUND BROKEN DOWN LOCK.
19821013059939I	UNABLE TO EXTEND NOSE GEAR FOR LANDING. LANDED NOSE GEAR UP. GEAR JAMMED ON SHIMMY DAMPER BOLT IMPROPERLY INSTALLED
19821013061349I	ENGINE SHUT DOWN WHEN LOW OIL QUANTITY LIGHT CAME ON. FOUND OIL QUANTITY IN PROPELLER WAS LOW.
19821013061419I	LANDING GEAR RETRACTED ON THE LANDING ROLL. PILOTS VERIFIED GEAR DOWN. NO GEAR DEFECTS FOUND.
19821013061899I	WING TIP STRUCK A PARKED AIRCRAFT WHILE TAXIING FROM PARKING AREA.
19821013062069I	ENGINE FLAMED OUT ON CLIMB. MADE SUCCESSFUL AUTOROTATION LANDING. WATER IN FUEL COMPRESSOR WASHED BEFORE FLIGHT.
19821013063249I	PILOT LANDED WITH GEAR UP. GEAR WARNING HORN WOULD NOT SOUND. MICRO SWITCH CAM NOT MOVING FAR ENOUGH TO TRIP SWITCH
19821013063939I	ENGINE QUIT. PILOT UNABLE TO MAKE RUNWAY. LANDED ON TAXIWAY. PREVIOUS PROBLEMS WITH WATER IN FUEL TANKS.
19821013065779I	NOSE GEAR COLLAPSED ON NIGHT LANDING. FOUND NOSE GEAR ACTUATOR CRACKED FROM HARD LANDINGS.
19821013069829I	UNABLE TO STOP ON RUNWAY WITH STANDING WATER, HYDROPLANED AND SLID OFF RUNWAY. GROOVING OF RUNWAY PLANNED.
19821013070879I	UNABLE TO STOP ON RUNWAY WITH STANDING WATER, HYDROPLANED AND SLID OFF RUNWAY. GROOVING OF RUNWAY PLANNED.
19821014052829A	AIRCRAFT CRASHED IN WHAT APPEARED TO BE A FLAT SPIN. PILOT WAS PRACTICING  FLYING FROM BACK SEAT WITH PAX IN FRONT.
19821014052839A	SYCHRONIZATION SHAFT BETWEEN ROTORS FRACTURED AT FORWARD END DURING SLING LOAD OPERATION. MAIN ROTORS COLLIDED.
19821014052869A	CRASH OCCURRED DURING EMERGENCY LANDING AFTER ENGINE QUIT FOR UNKNOWN REASONS.
19821014054799A	SPOILER STUCK OPEN DURING PROCEDURE TURN. PILOT UNABLE TO AVOID CRASH.
19821014058349I	STUDENT ALLOWED AIRCRAFT TO PORPOISE ON BOUNCED LANDING. DAMAGED PROPELLER.
19821014058789I	ON A TOUCH AND GO LANDING, PILOT ALLOWED AIRCRAFT TO DRIFT OFF THE LEFT SIDE OF RUNWAY.
19821014059929I	LEFT WINDSHIELD CRACKED ON CLIMBOUT WHEN CABIN WAS PRESSURIZED. OUTER PANEL HAD CRACKED AT BOTTOM.
19821014060939I	TURBINE SECTION FAILED AFTER TAKEOFF. ENGINE SHUT DOWN. PILOT RETURNED TO AIRPORT.
19821014061399I	ELECTRIC FAILURE. DID NOT USE EMERGENCY GEAR SYSTEM. PARTLY EXTENDED GEAR COLLAPSED ON LANDING. ALTERNATOR FAILED.
19821014061689I	PILOT HAD AN INFLIGHT ENGINE FAILURE. FOUND AN ENGINE CONNECTING ROD BOLT HAD BROKE.
19821014061719I	AIRCRAFT RECEIVED DAMAGE TO NOSE WHEEL AND PROP AFTER LANDING. NO FURTHER INFORMATION.
19821014062179I	AIRCRAFT WAS HIT BY A VAN THAT WAS NOT OCCUPIED. DRIVER LEFT THE ENGINE RUNNING AND BRAKES NOT SET, STILL IN GEAR.
19821014063969I	HEARD LOUD NOISE DURING GEAR RETRACTION ON TAKEOFF. NOSE GEAR COLLAPSED ON RETURN. LEFT NOSE WHEEL DOOR UNCONNECTED
19821014065279I	INSTRUCTOR AND STUDENT MADE A HARD NIGHT LANDING DURING NIGHT DUAL. IMPACT DAMAGED NOSE GEAR, BLEW TIRE.
19821015053059A	GEAR RETRACTED DURING TAKEOFF RUN. GEAR RETRACTION SYSTEM CHECKED OUT OKAY AFTER ACCIDENT.
19821015053069A	AIRCRAFT CRASHED DURING EMERGENCY LANDING AFTER ENGINE QUIT DUE TO FUEL EXHAUSTION.
19821015053099A	PILOT ATTEMPTED GO-AROUND DURING LANDING. AIRCRAFT HIT POWERLINE AND CRASHED.
19821015053109A	COPILOTS PANEL LIGHT REOSTAT ARCED, IGNITED BRAKE FLUID LEAKING FROM BRAKE LINE. EXPLOSION FROM BURNED OXYGEN LINE.
19821015053389A	TOO HIGH AND FAST, LANDED HALFWAY DOWN RUNWAY. UNABLE TO STOP, RAN OF END THRU FENCE ONTO A HIGHWAY AND STOPPED.
19821015053479A	SUN GLARE AND DIRTY WINDSHIELD CONTRIBUTED TO AIRCRAFT WING BEING SEVERED BY A POWER POLE ON A SWATH RUN.
19821015055799A	GROUND CREW FAILED TO UNFASTEN A SKID TIEDOWN. PILOT LOST  CONTROL ON LIFT OFF FROM A TRAILER AS THE CHAIN FAILED
19821015057309I	STUDENT ELECTED TO LAND ON CROSSWIND RUNWAY. PORPOISED ON LANDING, COLLAPSED NOSE GEAR.
19821015057409A	PULLED UP FROM A LOW PASS OVER AIRPORT AND STALLED ON CLIMBING TURN. MADE ONE TURN SPIN AND DIVED INTO GROUND.
19821015058799I	ON ROLL OUT A GUST OF WIND RAISED LEFT WING CATCHING RIGHT WING TIP. AIRCRAFT GROUND LOOPED.
19821015060829I	PILOT LANDED GEAR UP WHEN HE PUT FLAPS DOWN INSTEAD OF GEAR.
19821015061249I	PASSENGER WAS FATALLY INJURED DURING A SPORT PARACHUTE JUMP. LANDED IN A TREE AND A LIMB PIERCED HIS THROAT.
19821015061699I	PILOT BALLOONED ON LANDING THEN LANDED NOSE LOW. SLIGHT DAMAGE TO PROPELLER.
19821015061869I	LOST CONTROL ON LANDING ROLL, RAN OFF INTO A DITCH. REPORT WIND GUST CAUGHT AIRCRAFT. FIVE KNOT CROSSWIND.
19821015063369I	AIRPLANE HIT TOP OF TEE HANGER WHILE BEING PULLED OUT BY A TUG. PILOT NOTICED DAMGAGE AT DESTINATION.
19821015065959A	AIRCRAFT HIT WIRES WHEN PILOT DECIDED TO PRACTICE EMERGENCY LANDING.
19821015065989I	LOST OIL PRESSURE EN ROUTE. LANDED IN AN ACTIVE RESTRICTED AREA. INDICATES OIL CAP WAS NOT SECURED.
19821015067009A	PILOT WAS ATTEMPTING OFF AIRPORT LANDING ON ROAD. CRASH OCCURRED DURING GO AROUND.
19821015067239I	LOST CONTROL ON HEAVY BRAKING ON CROSSWIND LANDING. LEFT BRAKE LINING WORN OUT.
19821015068279I	INADVERTENTLY RETRACTED THE LANDING GEAR JUST PRIOR TO TURNING OFF RUNWAY AFTER LANDING.
19821016052939A	INTOXICATED STUDENT PILOT IN A UNAUTHORIZED USE OF A COMPLEX AIRCRAFT. STRUCK WIRES AND TREES WHILE BUZZING AREA.
19821016052949A	AIRCRAFT CRASHED WHEN A PORTION OF THE LEFT WING SEPARATED DURING AN AEROBATIC MANOVER.
19821016052989A	BOUNCED AND PORPOISED ON LANDING. COLLAPSED THE NOSE GEAR.
19821016052999A	ENGINE QUIT ON CLIMB OUT. STRUCK POWERLINE AND CRASHED DURING FORCED LANDING. PRIMER CAME OPEN, FLOODED ENGINE.
19821016053269A	PASSENGER DOOR CAME OPEN DURING TAKEOFF, PILOTS ATTENTION DIVERTED AND LOST DIRECTIONAL CONTROL.
19821016053329A	INADVERTENTLY RETRACTED GEAR IN PLACE OF FLAP ON LANDING ROLL.
19821016056269A	DEPARTED VFR WITH MARGINAL WEATHER FORECASTED EN ROUTE. FLEW INTO TREES IN NEAR ZERO VISIBILITY AND BLOWING SNOW.
19821016058769I	PILOT MADE A HARD LANDING CAUSING PROP AND LANDING GEAR DAMAGE.EXECUTED A GO-AROUND AND LANDED WITHOUT INCIDENT.
19821016061189I	POLICE HELICOPTER AT CRUISE ALTITUDE HAD A BIRD STRIKE.PASSENGER RECEIVED MINOR INJURIES. LANDED AT HOSPITAL PAD.
19821016062579I	DISTRACTED BY GUSTY CROSSWIND. FAILED TO USE CHECKLIST. LANDED GEAR UP.
19821016063999I	PILOT MADE A GEAR UP LANDING. FAILED TO USE CHECKLIST PROPERLY BEFORE LANDING.
19821016066079I	PILOT WAS STRUCK IN HEAD BY PROPELLER ON HAND START, HAD TO BE RESTRAINED FROM FLYING AFTER TREATMENT OF INJURIES.
19821017052929A	OVER GROSS WEIGHT AND BEHIND CG. PILOT LOST CONTROL AFTER GEAR UP ON TAKEOFF CLIMB. NO BELT RESTRAINTS FOR JUMPERS.
19821017053009A	PILOT LOST CONTROL OF AIRCRAFT WHILE TURNING LOW FINAL FOR A DOWNWIND LANDING. AIRPLANE STRUCK A TREE.
19821017053039A	PILOT ATTEMPTED TAKEOFF IN EXTREMELY WINDY CONDITIONS, LOST CONTROL AND AIRCRAFT CRASHED INTO SHED AND HOUSE.
19821017053509A	AIRCRAFTS WING STRUCK PASSENGER WALKWAY WHILE TAXIING TO A GATE. NARROW CLEARANCE BETWEEN WALL AND PARKED F27.
19821017054539A	GLIDER ENCOUNTERED DOWNDRAFT AND CRASHED INTO TREES SHORT OF RUNWAY DURING FINAL APPROACH.
19821017055699A	AIRCRAFT CRASHED DURING EMERGENCY LANDING AFTER ENGINE QUIT DURING CLIMB AFTER TAKEOFF.
19821017055789A	ENGINE QUIT ON TAKEOFF CLIMB TO CRUISE. NO FUEL IN LEFT MAIN AND NO FUEL IN CARBURETOR. SELECTOR ON RIGHT TANK.
19821017056449A	ENGINE QUIT ON FINAL. CRASH LANDED IN LANDFILL SHORT OF RUNWAY. NO CAUSE FOUND. POSSIBLE WATER IN FUEL.
19821017056799A	ENCOUNTERED GUSTY CROSSWIND ON TOUCH AND GO. ELECTED TO ABORT TAKEOFF. LOST CONTROL. RAN OFF SIDE OF RUNWAY.
